"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","levelGroup","alias"
NA,"6a167ab","e3f7792b3753ffe5833f59a74266cbcd","dd9f6ce","Dragonborn","Sailor",2018-12-18 23:27:20,"Cleric 1","Cleric","Tempest Domain",1,NA,9,18,15,10,14,8,14,11,NA,"Athletics|Religion|Medicine|Perception","Warhammer|Light Hammer","Guidance - 1d4 Ability Check Touch*0|Word of Radiance - See 1d6*0|Thaumaturgy*0|Fog Cloud*1|Thunderwave*1","Wis",NA,"Canada","CA",NA,NA,NA,"Dragonborn","*|Word of Radiance*0|Thaumaturgy*0|Fog Cloud*1|Thunderwave*1","Warhammer|Light hammer","1-3","pensive_greider"
"7a61a1e","d70ab7d","95b8504c6141e79de20f7c56d477932c","ae59363","Triton","Guild Member - Justice",2018-12-18 22:31:11,"Paladin 12|Fighter 1|Bard 2","Paladin|Fighter|Bard","Oath of Death||",15,"Medium Armor Master|War Caster|Dual Wielder",202,21,14,16,19,14,14,18,NA,"Stealth|Religion|Medicine","Silvered Trident|Dagger|Silver-tipped Whip","Cure Wounds*1|Inflict Wounds*1|Lesser Restoration*2|Warding Bond*2|Mass Healing Word*3|Sleet Storm*3","Cha","fighting style/Defense*Two-Weapon Fighting","United States","US",NA,NA,NA,"Triton","Cure Wounds*1|Inflict Wounds*1|Lesser Restoration*2|Warding Bond*2|Mass Healing Word*3|Sleet Storm*3","Trident|Dagger|Whip","12-15","elegant_zhukovsky"
NA,NA,"1f224a1f1d9c2f5952162798cee875c5","ca0ad5e","Dragonborn","Acolyte",2018-12-18 21:51:44,"Paladin 6","Paladin","Oath of Redemption",6,"Sentinel",58,18,14,8,16,10,10,17,NA,"Athletics|Religion|Insight|Medicine","Glaive|Handaxe","Rebuke The Violent*0|Emissary Of Peace*0|Cure Wounds*1|Shield Of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection From Evil And Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone Of Truth*2","Cha","fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Dragonborn","*|*|Cure Wounds*1|Shield of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection from Evil and Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone of Truth*2","Glaive|Handaxe","4-7","vigilant_dubinsky"
"74b83f6","82268d2","8824a172c3a2d5a7eaaa458627922da1","043beab","Lineage - Zari","Guild Member - Mayhem",2018-12-18 21:01:46,"Sorcerer 15","Sorcerer","Draconic Bloodline",15,"War Caster|Shield Master|Elemental Adept",165,21,16,16,18,13,14,20,NA,"Acrobatics|Arcana|Insight|Performance","Quarterstaff|Dagger",NA,"Cha","metamagic/Quickened Spell*Careful Spell*Empowered Spell","United States","US",NA,NA,NA,"Tiefling",NA,"Quarterstaff|Dagger","12-15","serene_margulis"
"74b83f6","82268d2","378ae35208f470c2a33c03f57ae8869e","4fcd424","Protector Aasimar","Acolyte",2018-12-18 21:01:18,"Cleric 12|Ranger 3","Cleric|Ranger","War Domain|Monster Slayer",15,"Medium Armor Master|Healer|Tough",216,22,15,14,18,14,19,15,NA,"Nature|Religion|Insight|Medicine|Persuasion","Silvered Warhammer|Crossbow, light","Divine Favor*1|Shield of Faith*1|Protection from Evil and Good*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4|Flame Strike*5|Hold Monster*5","Wis","fighting style/Defense","United States","US",NA,NA,NA,"Aasimar","Divine Favor*1|Shield of Faith*1|Protection from Evil and Good*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4|Flame Strike*5|Hold Monster*5","Warhammer|Crossbow, Light","12-15","lucid_jepsen"
"74b83f6","82268d2","484359b565dcbc0c0fdcac34c875de4b","bfe294a","Human","Knight",2018-12-18 21:00:49,"Fighter 11|Wizard 4","Fighter|Wizard","Juggernaut|War Magic",15,"Medium Armor Master|Shield Master|Sentinel|War Caster|Tough",224,23,16,19,18,14,14,13,NA,"Athletics|Nature|Perception|Survival|Persuasion","Longsword|Handaxe",NA,"Int","fighting style/Defense","United States","US",NA,NA,NA,"Human",NA,"Longsword|Handaxe","12-15","frosty_newton"
"74b83f6","82268d2","40bed1c0f862b21cd99a5df22453dd73","ae59363","Triton","Guild Member - Justice",2018-12-18 20:59:46,"Paladin 12|Fighter 1|Bard 2","Paladin|Fighter|Bard","Oath of Death||",15,"Medium Armor Master|War Caster|Dual Wielder",202,21,16,18,19,14,14,14,NA,"Stealth|Religion|Medicine","Silvered Trident|Dagger|Silver-tipped Whip","Cure Wounds*1|Inflict Wounds*1|Lesser Restoration*2|Warding Bond*2|Mass Healing Word*3|Sleet Storm*3","Cha","fighting style/Defense*Two-Weapon Fighting","United States","US",NA,NA,NA,"Triton","Cure Wounds*1|Inflict Wounds*1|Lesser Restoration*2|Warding Bond*2|Mass Healing Word*3|Sleet Storm*3","Trident|Dagger|Whip","12-15","elegant_zhukovsky"
"1a7f85f","b8c5290","a82bc69d6e2fef9e3d3778b6900396a8","0c6fcea","Mountain Dwarf","Barbarian Tribe Member",2018-12-18 20:28:11,"Barbarian 5","Barbarian","Path of the Ancestral Guardian",5,"Savage Attacker",85,18,20,16,20,4,7,8,NA,"Athletics|Survival|Intimidation","Battleaxe|Handaxe|Javelin",NA,"Int",NA,"United States","US",NA,NA,NA,"Dwarf",NA,"Battleaxe|Handaxe|Javelin","4-7","objective_davinci"
"1a7f85f","b8c5290","33919c63a4a5e0e986015b5ce5f94145","929078e","Centaur","Entertainer",2018-12-18 20:26:19,"Bard 5","Bard","College of Lore",5,"Actor",50,13,14,15,15,5,12,18,NA,"Acrobatics|Sleight of Hand|Investigation|Perception|Survival|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger",NA,"Cha","expertise/Persuasion*Performance","United States","US",NA,NA,NA,"Centaur",NA,"Rapier|Dagger","4-7","inspiring_pasteur"
"1a7f85f","b8c5290","30408f034dc171185863daee7aec35b4","15f3da3","Deep Gnome","Hermit",2018-12-18 20:25:09,"Sorcerer 5","Sorcerer","Wild Magic",5,"Deep Gnome Magic",40,12,7,15,15,9,14,18,NA,"Arcana|Religion|Insight|Medicine","Quarterstaff|Dagger",NA,"Cha","metamagic/Subtle Spell*Quickened Spell","United States","US",NA,NA,NA,"Gnome",NA,"Quarterstaff|Dagger","4-7","stoic_lichterman"
"1a7f85f","9204836","fd9a276f43fde7dd19351aed499cca23","e04bac3","Human","Acolyte",2018-12-18 20:16:01,"Cleric 5","Cleric","Life Domain",5,"War Caster",55,14,14,12,17,12,19,18,NA,"History|Religion|Insight|Medicine","Mace|Crossbow, light","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3","Wis",NA,"United States","US",NA,NA,NA,"Human","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3","Mace|Crossbow, Light","4-7","musing_wing"
"1a7f85f","9204836","139dde4fd46a10584f4a7d929c8ce4ec","dd1edea","High Elf","Sage",2018-12-18 20:14:54,"Wizard 5","Wizard","School of Transmutation",5,"Elven Accuracy",30,10,7,11,10,20,16,8,NA,"Arcana|History|Insight|Medicine|Perception","Quarterstaff",NA,"Int",NA,"United States","US",NA,NA,NA,"Elf",NA,"Quarterstaff","4-7","youthful_goldwasser"
"6d6a861","671a407","d85436c0f8bf46e4fe355faad51360b8","55eb3ce","Half-Elf","Criminal",2018-12-18 05:49:35,"Rogue 1","Rogue",NA,1,NA,9,14,14,18,12,15,8,18,"Neutral Evil","Athletics|Acrobatics|Stealth|Deception|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Deception","Portugal","PT","NE",NA,NA,"Half-Elf",NA,"Shortsword|Shortbow|Dagger","1-3","adoring_bose"
"6d6a861","671a407","dd14d13110363e12ac5411138d9e2a47","6a8cba7","Half-Elf","Criminal",2018-12-18 05:30:07,"Rogue 1","Rogue",NA,1,NA,10,13,16,16,14,19,15,18,NA,"Athletics|Acrobatics|Stealth|Animal Handling|Perception|Deception|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Persuasion","Portugal","PT",NA,NA,NA,"Half-Elf",NA,"Shortsword|Shortbow|Dagger","1-3","fervent_panini"
"893696d","4f47549","51218a9bec2bfb3ba87cec64ddd99dbb","64f0f6f","Rock Gnome","Criminal",2018-12-18 04:33:47,"Druid 5","Druid","Circle of the Moon",5,NA,43,14,10,12,16,13,16,10,NA,"Stealth|Animal Handling|Survival|Deception",NA,"Primal Savagery*0|Thunderclap*0|Thorn Whip*0|Speak with Animals*1|Cure Wounds*1|Entangle*1|Beast Bond*1|Bark Skin*2|Flame Blade*2|Conjure Animal*3|Erupting Earth*3","Wis",NA,"Australia","AU",NA,NA,NA,"Gnome","Primal Savagery*0|Thunderclap*0|Thorn Whip*0|Speak with Animals*1|Cure Wounds*1|Entangle*1|Beast Bond*1|Barkskin*2|Flame Blade*2|Conjure Animals*3|Erupting Earth*3",NA,"4-7","elastic_edison"
"7d80a9b","3064057","5ac983cb2a085f365bf9d566380c69c5","ad1062f","Human","Outlander",2018-12-18 04:01:24,"Fighter 1|Rogue 1","Fighter|Rogue","|",2,"Grappler",19,12,15,13,14,8,10,14,"CG","Athletics|Acrobatics|Insight|Survival|Intimidation","Longbow|Shortsword|Shortsword|Handaxe",NA,"Int","expertise/Insight*Athletics|fighting style/Two-Weapon Fighting","United Kingdom","GB","CG",NA,NA,"Human",NA,"Longbow|Shortsword|Shortsword|Handaxe","1-3","elated_bhaskara"
NA,"e8f26e2","0c4a09eb9cd21ed3a676772bb430366b","0495631","Goliath","Far Traveler",2018-12-18 00:43:44,"Barbarian 4|Paladin 3","Barbarian|Paladin","Path of the Zealot|Oath of Vengeance",7,NA,99,16,20,16,17,14,11,14,"Chaotic Good","Athletics|Nature|Insight|Perception|Survival","Greatsword|Handaxe|Javelin","Bane*1|Hunter<U+0092>s Mark*1","Int","fighting style/Great Weapon Fighting","Canada","CA","CG",NA,NA,"Goliath","Bane*1|Hunter's Mark*1","Greatsword|Handaxe|Javelin","4-7","keen_vaughan"
NA,"e8f26e2","1c95671e7e65dd2e972c3866977c39fa","f9192cf","Half-Orc","Far Traveler",2018-12-18 00:41:56,"Barbarian 4","Barbarian","Path of the Berserker",4,NA,36,14,18,14,15,13,14,13,"Lawful Neutral","Athletics|Nature|Insight|Perception|Intimidation","Greataxe|Handaxe|Javelin|Greatsword+1",NA,"Int",NA,"Canada","CA","LN",NA,NA,"Half-Orc",NA,"Greataxe|Handaxe|Javelin|Greatsword","4-7","pensive_maxwell"
NA,"e8f26e2","91ebf5551ab8cf2275ad7c08e2277ae0","c676402","Hill Dwarf","Far Traveler",2018-12-18 00:35:49,"Druid 7","Druid","Circle of the Land",7,NA,84,17,12,13,16,10,18,8,"True Neutral","Nature|Insight|Perception|Survival","Club","Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4","Wis",NA,"Canada","CA","NN",NA,NA,"Dwarf","Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass Without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4","Club","4-7","cranky_liskov"
"bcfc3dc","b3469fe","67b109bad9142bbc4bd8bdebdceb71fb","58a865d","firbolg","Soldier",2018-12-17 21:46:39,"Barbarian 4","Barbarian","Path of the Zealot",4,NA,60,16,18,14,16,7,14,14,NA,"Athletics|Animal Handling|Perception|Intimidation","Maul|Handaxe|Javelin",NA,"Int",NA,"United States","US",NA,NA,NA,"Firbolg",NA,"Maul|Handaxe|Javelin","4-7","musing_kilby"
"bcfc3dc","b3469fe","21120fe38cfebee6746cba995c89264d","159c780","Fallen Aasimar","Entertainer",2018-12-17 21:46:29,"Paladin 4","Paladin","Oath of Conquest",4,NA,48,17,18,12,14,9,12,16,NA,"Athletics|Intimidation|Performance|Persuasion","Greatsword|Javelin","Light*0|Armor of Frost*1|Command*1|Wrathful Smite*1|Bless*1|Divine Favor*1","Cha","fighting style/Great Weapon Fighting","United States","US",NA,NA,NA,"Aasimar","Light*0|*|Command*1|Wrathful Smite*1|Bless*1|Divine Favor*1","Greatsword|Javelin","4-7","youthful_wiles"
"bcfc3dc","b3469fe","ddfa87129da45c91014d96fd828054c4","6eb2638","Tabaxi","Custom",2018-12-17 21:45:58,"Druid 4","Druid","Circle of the Moon",4,NA,41,14,10,16,16,12,18,9,NA,"Stealth|Arcana|Nature|Insight|Perception|Survival","Scimitar|Quarterstaff",NA,"Wis",NA,"United States","US",NA,NA,NA,"Tabaxi",NA,"Scimitar|Quarterstaff","4-7","vibrant_hopper"
NA,"bc561fc","a38a8a4d99372763e588cab7de0bc73a","f2cf076","Triton","Noble",2018-12-17 21:17:31,"Barbarian 9","Barbarian","Path of the Storm Herald",9,"Sentinel",81,17,18,12,14,12,10,12,NA,"Athletics|History|Perception|Persuasion","Trident|Spear|Javelin","Fog Cloud*1|Gust Of Wind*2|Wall Of Water*3","Con",NA,"Canada","CA",NA,NA,NA,"Triton","Fog Cloud*1|Gust of Wind*2|Wall of Water*3","Trident|Spear|Javelin","8-11","vigilant_shirley"
NA,"bc561fc","a1fb0807a11afeb11a5c22b0eb6e379c","c1af1b2","Human","Far Traveler",2018-12-17 21:16:33,"Fighter 9","Fighter","Champion",9,"Defensive Duelist",85,18,12,20,16,10,12,9,"Neutral Good","Acrobatics|Stealth|Insight|Perception|Survival","Longbow|Katana|Lance|Handaxe",NA,"Int","fighting style/Dueling","Canada","CA","NG",NA,NA,"Human",NA,"Longbow||Lance|Handaxe","8-11","agitated_hoover"
NA,"1a33882","9e1ca89fd8940e8ae782c01bea75720a","2b4cf7f","Human","Entertainer",2018-12-17 20:25:52,"Bard 11","Bard","College of Glamour",11,NA,85,12,12,15,15,11,12,18,NA,"Acrobatics|Sleight of Hand|Investigation|Perception|Performance","Rapier|Dagger",NA,"Cha","expertise/Performance*Perception*Acrobatics","Canada","CA",NA,NA,NA,"Human",NA,"Rapier|Dagger","8-11","mystifying_euler"
NA,"1a33882","766dcc274bfe31e7ad24f3bb27323446","af3f6cb","Dragonborn","Knight",2018-12-17 20:02:45,"Paladin 11","Paladin","Oath of Ancients",11,NA,113,21,18,14,14,8,10,15,"Lawful Neutral","Athletics|Religion|Insight|Intimidation|Performance","Unarmed strike|Battleaxe|Halberd|Longbow|Mace|MeowMeow","Truestrike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3","Cha","fighting style/Great Weapon Fighting","Canada","CA","LN",NA,NA,"Dragonborn","True Strike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3","Unarmed Strike|Battleaxe|Halberd|Longbow|Mace|","8-11","quizzical_cori"
"0c356c2",NA,"3a4ceda7daae56e117e4696a611ee34e","66ab450","Human","Cloistered Scholar",2018-12-17 19:55:39,"Wizard 4","Wizard","War Magic",4,"Linguist",26,11,8,13,15,19,10,12,NA,"Arcana|History|Investigation|Religion|Insight","Dagger|Crossbow, light",NA,"Int",NA,"Australia","AU",NA,NA,NA,"Human",NA,"Dagger|Crossbow, Light","4-7","confident_bell"
NA,"ebf2681","4ee11e73307ab16855a95d801c067c63","ca0ad5e","Dragonborn","Acolyte",2018-12-17 16:10:59,"Paladin 6","Paladin","Oath of Redemption",6,"Sentinel",58,18,14,8,16,10,10,17,NA,"Athletics|Religion|Insight|Medicine","Glaive|Handaxe|Breathe Fire","Rebuke The Violent*0|Emissary Of Peace*0|Cure Wounds*1|Shield Of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection From Evil And Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone Of Truth*2","Cha","fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Dragonborn","*|*|Cure Wounds*1|Shield of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection from Evil and Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone of Truth*2","Glaive|Handaxe|","4-7","vigilant_dubinsky"
"a38c2f5",NA,"145a9eac73ffbe97b910c32812f4412b","a3d8d0d","Sea Elf","Sailor",2018-12-17 15:20:59,"Wizard 1","Wizard",NA,1,NA,6,11,10,12,11,15,15,11,NA,"Athletics|Investigation|Insight|Perception","Dagger",NA,"Int",NA,"United States","US",NA,NA,NA,"Elf",NA,"Dagger","1-3","epic_goldstine"
"abdd1f3","e764f40","5fea66c06254bba7282406337f8346d6","5944cc5","Stout Halfling","Urban Bounty Hunter",2018-12-17 15:09:48,"Bard 2|Sorcerer 2|Wizard 6","Bard|Sorcerer|Wizard","|Divine Soul|School of Divination",10,"Lucky",45,11,10,11,10,15,13,15,NA,"Stealth|Arcana|Investigation|Insight|Perception","Rapier|Dagger","Bless*1","Cha",NA,"United Kingdom","GB",NA,NA,NA,"Halfling","Bless*1","Rapier|Dagger","8-11","nostalgic_einstein"
"cfe2694","82268d2","a172f221731325326714c68b04849123","0ca508b","Wood Elf","Acolyte of Kord",2018-12-17 13:06:38,"Cleric 7","Cleric","Tempest Domain",7,NA,55,18,16,14,12,8,16,10,"CG","Athletics|Insight|Medicine|Perception|Intimidation","Crossbow, light|Longsword","Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4","Wis",NA,"United States","US","CG",NA,NA,"Elf","Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4","Crossbow, Light|Longsword","4-7","kind_curran"
NA,NA,"10b12251360a60de6050d9c9ade1eb5f","ca0ad5e","Dragonborn","Acolyte",2018-12-17 10:39:23,"Paladin 6","Paladin","Oath of Redemption",6,"Sentinel",58,18,14,8,16,10,10,17,NA,"Athletics|Religion|Insight|Medicine","Glaive|
  Handaxe|
  Breathe Fire","Rebuke The Violent*0|Emissary Of Peace*0|Cure Wounds*1|Shield Of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection From Evil And Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone Of Truth*2","Cha","fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Dragonborn","*|*|Cure Wounds*1|Shield of Faith*1|Sanctuary*1|Thunderous Smite*1|Sleep*1|Command*1|Protection from Evil and Good*1|Bless*1|Calm Emotions*2|Hold Person*2|Aid*2|Branding Smite*2|Find Steed*2|Lesser Restoration*2|Zone of Truth*2","Glaive|Handaxe|","4-7","vigilant_dubinsky"
"062560a",NA,"e1e1bdaa314f23ad18de06328e8eaa36","ae5b23b","Hobgoblin","Acolyte",2018-12-17 02:14:57,"Barbarian 8","Barbarian","Path of the Berserker",8,"Ritual Caster|Observant",136,17,18,14,20,17,14,13,NA,"Nature|Religion|Insight|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"United States","US",NA,NA,NA,"Hobgoblin",NA,"Greataxe|Handaxe|Javelin","8-11","jolly_hermann"
"062560a","82268d2","2a60700a8dedf3923f9169d6bce0b86f","809a43f","Rock Gnome","Haunted One",2018-12-17 02:13:45,"Fighter 8","Fighter","Juggernaut",8,"Shield Master|Sentinel|Medium Armor Master",104,21,18,18,16,16,13,14,NA,"Arcana|Insight|Perception|Survival","Whip|Handaxe",NA,"Int","fighting style/Defense","United States","US",NA,NA,NA,"Gnome",NA,"Whip|Handaxe","8-11","practical_kirch"
"062560a","82268d2","40f0ee1419c909b6cf4113f16528418c","257e511","Triton","Noble",2018-12-17 02:12:21,"Paladin 8","Paladin","Oath of the Crown",8,"Dual Wielder|War Caster",104,17,19,14,16,13,14,19,NA,"History|Religion|Insight|Persuasion","Trident|Whip|Dagger","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2","Cha","fighting style/Two-Weapon Fighting","United States","US",NA,NA,NA,"Triton","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2","Trident|Whip|Dagger","8-11","ecstatic_mcclintock"
"062560a","82268d2","63531a898a298a0f00ca8c0bab002951","540e024","Minotaur","Folk Hero",2018-12-17 02:10:43,"Fighter 10","Fighter","Samurai",10,"Shield Master|Sentinel|Dual Wielder",140,20,14,18,18,14,16,14,NA,"History|Animal Handling|Insight|Perception|Survival|Persuasion","Whip|Handaxe",NA,"Int","fighting style/Protection|elegant courtier/History","United States","US",NA,NA,NA,"Minotaur",NA,"Whip|Handaxe","8-11","wonderful_gates"
"062560a","82268d2","4c90847b5528823dc9b9c5940baa203d","1b4a8f2","Goblin","Haunted One",2018-12-17 02:10:23,"Fighter 8","Fighter","shieldman",8,"Moderately Armored|Squat Nimbleness|Alert",104,20,13,22,16,14,18,14,NA,"Acrobatics|Investigation|Insight|Perception|Survival","Longsword|Shortbow|Handaxe",NA,"Int","fighting style/Defense","United States","US",NA,NA,NA,"Goblin",NA,"Longsword|Shortbow|Handaxe","8-11","vibrant_elion"
"062560a","82268d2","2198c461800bfee3dbe9c7f0907b2cfe","b214f25","Human","Mercenary Veteran",2018-12-17 02:09:49,"Fighter 12|Wizard 8","Fighter|Wizard","Juggernaut|War Magic",20,"Medium Armor Master|Sentinel|Shield Master|Alert|Observant|Tough|War Caster",248,23,18,16,14,19,14,14,"Chaotic Neutral","Athletics|Insight|Perception|Survival|Persuasion","Longsword|Handaxe","Acid splash*0|Fire Bolt*0|Mending*0|Mold Earth*0|Burning Hands*1|Fog Cloud*1|Long Strider*1|Magic Missile*1|Shield*1|Scorching Ray*2|See Invisibility*2|Shatter*2|Counterspell*3|Dispell Magic*3|Fireball*3|Wall of Fire*4","Int","fighting style/Defense","United States","US","CN",NA,NA,"Human","Acid Splash*0|Fire Bolt*0|Mending*0|Mold Earth*0|Burning Hands*1|Fog Cloud*1|Longstrider*1|Magic Missile*1|Shield*1|Scorching Ray*2|See Invisibility*2|Shatter*2|Counterspell*3|Dispel Magic*3|Fireball*3|Wall of Fire*4","Longsword|Handaxe","19-20","youthful_banzai"
"062560a",NA,"31e58ac40882a616af3eb125dc2a2f47","fe45b98","Warforged","Far Traveler",2018-12-17 02:09:08,"Paladin 8","Paladin","Oath of Treachery",8,"War Caster|Magic Initiate",104,18,19,14,16,13,14,18,NA,"Athletics|Insight|Perception|Intimidation","Greatsword|Whip|Javelin","Mending*0|Sacred Flame*0|Charm Person*1|Expeditious Retreat*1|Healing Word (1/day)*1|Invisibilty*2|Mirror Image*2","Cha","fighting style/Defense","United States","US",NA,NA,NA,"Warforged","Mending*0|Sacred Flame*0|Charm Person*1|Expeditious Retreat*1|Healing Word*1|Invisibility*2|Mirror Image*2","Greatsword|Whip|Javelin","8-11","sleepy_benz"
"202a19d",NA,"12308b0e238c0e37a81646c1501f6e7a","d2aef2a","Human","Mercenary Veteran",2018-12-16 21:08:32,"Fighter 8","Fighter","Juggernaut",8,"Shield Master|Dual Wielder|Sentinel|Magic Initiate",112,24,19,16,18,14,14,16,NA,"Athletics|Insight|Perception|Intimidation|Persuasion","Whip|Handaxe",NA,"Int","fighting style/Defense","United States","US",NA,NA,NA,"Human",NA,"Whip|Handaxe","8-11","condescending_bhabha"
"b230875",NA,"960e813f221e009d119c0a2d2c10600a","1162d58","Mountain Dwarf","Mercenary Veteran",2018-12-16 20:27:51,"Fighter 4","Fighter","Battle Master",4,"Tough",58,20,19,14,20,14,13,15,"lawful neutral","Athletics|Perception|Intimidation|Persuasion","Battleaxe|Handaxe|Longsword",NA,"Str","fighting style/Defense|combat superiority maneuvers/Menacing Attack*Goading Attack*Disarming Attack","Australia","AU","LN",NA,NA,"Dwarf",NA,"Battleaxe|Handaxe|Longsword","4-7","bold_heyrovsky"
"0ad8f17","e8efd4e","1d9dc7399676d191324ced40e2ca37a7","706e4f0","Tiefling","Criminal",2018-12-16 20:02:34,"Fighter 4","Fighter","Eldritch Knight",4,"Dual Wielder",41,15,10,14,13,14,12,14,"Lawful Good","Stealth|Perception|Deception|Intimidation","Longbow|Shortsword|Silver Scimitars","Thaumaturgy*0|Frostbite*0|Prestidigitation*0|Fog Cloud*1|Magic Missles*1|Shield*1|Hellish Rebuke*1|Guiding Bolt*1","Int","fighting style/Two-Weapon Fighting","United States","US","LG",NA,NA,"Tiefling","Thaumaturgy*0|Frostbite*0|Prestidigitation*0|Fog Cloud*1|Magic Missile*1|Shield*1|Hellish Rebuke*1|Guiding Bolt*1","Longbow|Shortsword|Scimitar","4-7","admiring_burnell"
