Class_ID,Class_Name,Ability,HP,Training,subclass,Proficiency
,Barbarian,Bluff,56,Crafting an Item,Path of the Totem Warrior,Shield Master
,Druid,Dungeoneering,36,Crafting an Item,Circle of the Moon,Polearm Master
,Fighter,Streetwise,48,Scribing a Spell Scroll,Champion,Observent
,Wizard,Intimidate,25,Religious Service,School of Evocation,Medium Armor
,Cleric,Athletics,30,Research,Trickery Domain,Prodigy
,Rogue,Intimidate,31,Sowing Rumors,,Dual Wielder
,Wizard,Stealth,25,Scribing a Spell Scroll,School of Evocation,Medium Armor
,Warlock,Thievery,30,Carousing,The Fiend,Sentinel
,Fighter,Thievery,13,Gambling,,Prodigy
,Paladin|Warlock,Heal,120,Research,Oath of Redemption|The Hexblade,Medium Armor
,Rogue,Athletics,25,Sowing Rumors,Assassin,Elven Accuracy
,Warlock,Dungeoneering,30,Crime,The Fiend,Dual Wielder
,Fighter,Dungeoneering,48,Crafting an Item,Champion,Resilient
,Monk,Arcana,43,Research,Way of the Open Hand,Polearm Master
,Wizard,Insight,18,Carousing,School of Evocation,Sentinel
,Cleric,Insight,43,Sacred Rites,Life Domain,Tough
,Monk,Thievery,30,Research,Way of the Four Elements,Spell Sniper
,Sorcerer,Athletics,6,Relaxation,Divine Soul,Lucky
,Sorcerer,Dungeoneering,6,Work,Divine Soul,Crossbow Expert
,Barbarian|Fighter|Rogue|Wizard|Bard|Paladin|Warlock,Insight,1149,Stronghold,Path of the Battlerager|Battle Master|Inquisitive|School of Necromancy|College of Lore|OathBreaker|The Great Old One,War Caster
,Bard,Intimidate,10,Relaxation,,Dual Wielder
,Warlock,Heal,8,Crafting an Item,The Fiend,Resilient
,Wizard,Dungeoneering,9,Language,,Shield Master
,Rogue,Endurance,32,Pit Fighting,Scout,Actor
,Monk,Thievery,32,Research,Way of the Kensei,Lucky
,Druid,Diplomacy,33,Gambling,Circle of Dreams,Elven Accuracy
,Fighter,Endurance,42,Carousing,Battle Master,Mobile
,Paladin,Athletics,13,Sowing Rumors,,Medium Armor
,Druid,Endurance,8,Buying a Magic Item,,Actor
,Barbarian,Stealth,14,Language,,Observent
,Barbarian,Bluff,14,Scribing a Spell Scroll,,Elven Accuracy
,Barbarian,Arcana,14,Carousing,,Elven Accuracy
,Ranger,Nature,12,Tool,,Sentinel
,Barbarian,Intimidate,17,Gambling,,Actor
,Warlock,Bluff,8,Research,The Fiend,Shield Master
,Warlock,Stealth,8,Sowing Rumors,The Fiend,Mobile
,Barbarian,Streetwise,16,Buying a Magic Item,,Alert
,Barbarian,Insight,16,Pit Fighting,,Sharpshooter
,Warlock,Stealth,8,Religious Service,The Fiend,Mobile
,Warlock,Thievery,8,Gambling,The Fiend,Spell Sniper
,Ranger,Insight,12,Work,,Polearm Master
,Warlock,Religion,8,Relaxation,The Hexblade,Spell Sniper
,Warlock,Streetwise,73,Tool,The Hexblade,Crossbow Expert
,Wizard,Heal,17,Tool,School of Abjuration,Crossbow Expert
,Fighter,Heal,36,Research,Battle Master,Defensive Duelist
,Warlock,Nature,73,Gambling,The Hexblade,Sentinel
,Warlock,Intimidate,73,Scribing a Spell Scroll,The Hexblade,Sharpshooter
,Paladin,Heal,45,Crime,Oath of Ancients,Sharpshooter
,Fighter|Barbarian,Dungeoneering,37,Crime,Battle Master|,Dual Wielder
,Warlock,Bluff,8,Carousing,The Fiend,Sharpshooter
,Paladin,Heal,52,Religious Service,Oath of Devotion,Crossbow Expert
,Barbarian,Dungeoneering,62,Buying a Magic Item,Path of the Berserker,Spell Sniper
,Fighter,Insight,95,Stronghold,Champion,Spell Sniper
,Cleric,Nature,75,Pit Fighting,War Domain,Elven Accuracy
,Paladin,Religion,28,Relaxation,Oath of Ancients,Actor
,Wizard|Fighter,Streetwise,45,Sowing Rumors,School of Evocation|,Medium Armor
,Cleric,Endurance,42,Crime,Trickery Domain,Spell Sniper
,Paladin,Stealth,79,Gambling,Oath of Devotion,Polearm Master
,Sorcerer,Arcana,38,Selling a Magic Item,Wild Magic,Great Weapon Master
,Ranger|Rogue,Streetwise,66,Scribing a Spell Scroll,Hunter|,Actor
,Druid,Stealth,62,Research,Circle of the Moon,Mobile
,Wizard,Bluff,32,Crime,School of Evocation,Spell Sniper
,Barbarian|Bard|Monk,Athletics,95,Carousing,Path of the Totem Warrior|College of Whispers|Way of the Kensei,Elven Accuracy
,Paladin,Bluff,28,Crafting an Item,Oath of Ancients,Dual Wielder
,Bard|Warlock,Thievery,28,Tool,College of Lore|The Great Old One,Spell Sniper
,Ranger|Rogue,Nature,36,Stronghold,|Assassin,Prodigy
,Bard,Diplomacy,35,Pit Fighting,College of Whispers,Sentinel
,Ranger|Rogue,Stealth,33,Crime,Hunter|,Elven Accuracy
,Warlock,Insight,260,Work,The Celestial,Mobile
,Rogue,Religion,87,Sacred Rites,Thief,Great Weapon Master
,Ranger|Rogue,Heal,33,Crafting an Item,Hunter|,Sharpshooter
,Ranger|Rogue,Stealth,33,Work,Hunter|,Mobile
,Paladin,Heal,11,Scribing a Spell Scroll,,Prodigy
,Fighter|Cleric,Thievery,93,Stronghold,Battle Master|Forge Domain,Defensive Duelist
,Cleric,Insight,30,Work,War Domain,Polearm Master
,Rogue,Athletics,7,Crafting an Item,,Actor
,Sorcerer,Endurance,30,Buying a Magic Item,Wild Magic,Elven Accuracy
,Monk,Dungeoneering,8,Crime,,Observent
,Monk,Thievery,44,Gambling,Way of the Open Hand,Lucky
,Fighter,Dungeoneering,11,Religious Service,,Great Weapon Master
,Sorcerer,Stealth,70,Scribing a Spell Scroll,Shadow Magic,Resilient
,Ranger,Heal,10,Religious Service,,Polearm Master
,Barbarian,Intimidate,53,Work,Path of the Totem Warrior,Resilient
,Paladin,Nature,42,Relaxation,Oath of Devotion,Great Weapon Master
,Wizard,Intimidate,8,Religious Service,,Alert
,Bard,Insight,40,Religious Service,College of Swords,Elven Accuracy
,Rogue,Insight,19,Sowing Rumors,,Mobile
,Bard,Athletics,39,Crafting an Item,College of Lore,Crossbow Expert
,Paladin,Streetwise,30,Sowing Rumors,Oath of Conquest,Prodigy
,Fighter,Religion,13,Crime,,Dual Wielder
,Paladin,Heal,75,Crime,Oath of Ancients,Observent
,Fighter|Cleric,Intimidate,111,Religious Service,Battle Master|Forge Domain,Tough
,Sorcerer,Nature,14,Selling a Magic Item,Storm Sorcery,Defensive Duelist
,Fighter,Heal,103,Scribing a Spell Scroll,Champion,Defensive Duelist
,Sorcerer,Religion,14,Pit Fighting,Shadow Magic,Medium Armor
,Fighter,Insight,12,Language,,Spell Sniper
,Fighter,Bluff,12,Carousing,,Shield Master
,Bard,Dungeoneering,39,Buying a Magic Item,College of Lore,War Caster
,Ranger,Heal,13,Crime,,Dual Wielder
,Fighter,Dungeoneering,169,Crime,Champion,Alert
,Cleric,Streetwise,48,Crafting an Item,War Domain,War Caster
,Cleric,Thievery,48,Pit Fighting,War Domain,Spell Sniper
,Rogue,Athletics,11,Relaxation,,Shield Master
,Sorcerer,Intimidate,15,Pit Fighting,Wild Magic,Sharpshooter
,Fighter,Endurance,94,Stronghold,Champion,Great Weapon Master
,Paladin,Thievery,18,Selling a Magic Item,,Mobile
,Rogue,Bluff,28,Sacred Rites,Assassin,Great Weapon Master
,Wizard,Dungeoneering,35,Religious Service,War Magic,Observent
,Rogue|Fighter,Religion,25,Language,|,Alert
,Cleric,Nature,24,Tool,Forge Domain,Crossbow Expert
,Cleric,Diplomacy,80,Tool,War Domain,Alert
,Warlock,Diplomacy,17,Work,The Fiend,Observent
,Sorcerer,Athletics,65,Gambling,Shadow Magic,Great Weapon Master
,Cleric,Religion,66,Research,Death Domain,Defensive Duelist
,Wizard,Thievery,35,Crime,War Magic,Spell Sniper
,Rogue,Insight,8,Carousing,,Observent
,Wizard,Heal,35,Work,War Magic,Actor
,Wizard,Nature,32,Religious Service,School of Evocation,War Caster
,Fighter,Bluff,28,Religious Service,Battle Master,Alert
,Rogue,Insight,19,Sowing Rumors,,Elven Accuracy
,Cleric,Heal,10,Pit Fighting,Grave Domain,Lucky
,Fighter|Rogue,Endurance,15,Language,|,Shield Master
,Fighter|Rogue,Heal,29,Crime,|,Actor
,Barbarian,Intimidate,65,Stronghold,Path of the Totem Warrior,Mobile
,Rogue,Endurance,107,Scribing a Spell Scroll,Swashbuckler,Actor
,Fighter,Bluff,11,Tool,,Medium Armor
,Paladin,Intimidate,12,Sacred Rites,,Medium Armor
,Rogue,Religion,99,Sacred Rites,Swashbuckler,Dual Wielder
,Rogue,Religion,75,Work,Thief,Sharpshooter
,Wizard,Dungeoneering,53,Scribing a Spell Scroll,School of Conjuration,Mobile
,Barbarian|Monk|Paladin|Fighter,Dungeoneering,69,Research,Path of the Totem Warrior|||Samurai,Sharpshooter
,Barbarian,Religion,58,Sowing Rumors,Path of the Berserker,Alert
,Bard,Religion,26,Relaxation,College of Swords,Medium Armor
,Paladin,Religion,40,Crime,OathBreaker,Alert
,Rogue,Nature,35,Crafting an Item,Swashbuckler,Sharpshooter
,Fighter,Diplomacy,85,Crafting an Item,Samurai,Lucky
,Fighter|Rogue,Stealth,63,Tool,Arcane Archer|Assassin,Medium Armor
,Rogue|Fighter,Heal,61,Stronghold,Assassin|Arcane Archer,Mobile
,Rogue,Thievery,7,Religious Service,,Sharpshooter
,Monk,Stealth,24,Crime,Way of the Four Elements,Lucky
,Monk,Religion,69,Research,Way of the Drunken Master,Medium Armor
,Rogue,Dungeoneering,75,Buying a Magic Item,Thief,Elven Accuracy
,Fighter|Rogue,Dungeoneering,64,Sacred Rites,Arcane Archer|Assassin,Defensive Duelist
,Fighter|Rogue,Arcana,64,Buying a Magic Item,Arcane Archer|Assassin,Observent
,Fighter,Athletics,85,Language,Arcane Archer,Polearm Master
,Druid,Insight,60,Buying a Magic Item,Circle of the Shepherd,Prodigy
,Rogue,Diplomacy,9,Language,,Alert
,Warlock,Religion,75,Religious Service,The Hexblade,Defensive Duelist
,Paladin,Dungeoneering,11,Crafting an Item,,Great Weapon Master
,Druid,Insight,9,Stronghold,,Alert
,Fighter,Heal,101,Buying a Magic Item,Battle Master,Sharpshooter
,Monk,Athletics,9,Stronghold,,Polearm Master
,Ranger,Endurance,11,Sowing Rumors,,Medium Armor
,Sorcerer,Athletics,8,Selling a Magic Item,Shadow Magic,Resilient
,Sorcerer,Athletics,22,Selling a Magic Item,Wild Magic,Polearm Master
,Monk,Athletics,20,Carousing,Way of the Four Elements,Dual Wielder
,Ranger,Athletics,28,Sacred Rites,Hunter,Actor
,Fighter|Cleric,Heal,102,Sowing Rumors,Battle Master|Forge Domain,Alert
,Wizard,Endurance,122,Crime,School of Conjuration,Resilient
,Wizard,Bluff,122,Work,School of Conjuration,Shield Master
,Druid,Athletics,53,Scribing a Spell Scroll,Circle of the Land,Tough
,Bard,Thievery,31,Research,College of Whispers,Tough
,Fighter,Streetwise,76,Sacred Rites,Purple Dragon Knight,War Caster
,Paladin,Heal,84,Pit Fighting,OathBreaker,Sharpshooter
,Fighter,Religion,88,Sowing Rumors,Eldritch Knight,Observent
,Sorcerer,Nature,42,Scribing a Spell Scroll,Storm Sorcery,Resilient
,Rogue,Athletics,75,Gambling,Mastermind,Mobile
,Wizard,Religion,42,Tool,School of Conjuration,Observent
,Sorcerer,Athletics,21,Crafting an Item,Storm Sorcery,Defensive Duelist
,Druid,Athletics,24,Sacred Rites,Circle of Dreams,Shield Master
,Cleric,Bluff,24,Stronghold,Life Domain,Dual Wielder
,Monk,Insight,45,Sacred Rites,Way of Shadow,Alert
,Rogue,Streetwise,26,Gambling,Assassin,Lucky
,Cleric,Athletics,10,Selling a Magic Item,Life Domain,Dual Wielder
,commoner,Nature,8,Religious Service,,Great Weapon Master
,Ranger,Athletics,48,Crafting an Item,Hunter,Spell Sniper
,Sorcerer,Insight,18,Language,Wild Magic,Alert
,Sorcerer,Bluff,12,Crafting an Item,Wild Magic,Resilient
,Bard,Endurance,39,Stronghold,College of Lore,Prodigy
,Paladin,Athletics,67,Work,Oath of Devotion,Tough
,Ranger,Dungeoneering,68,Sacred Rites,Monster Slayer,Observent
,Paladin,Dungeoneering,57,Religious Service,Oath of Devotion,Alert
,Wizard,Dungeoneering,66,Crime,School of Evocation,Tough
,Wizard,Intimidate,66,Language,School of Evocation,Elven Accuracy
,Sorcerer|Warlock,Nature,96,Carousing,Draconic Bloodline|The Fiend,Mobile
,Fighter,Arcana,91,Stronghold,Battle Master,Sharpshooter
,Fighter,Stealth,91,Relaxation,Battle Master,Observent
,Wizard,Streetwise,24,Stronghold,School of Divination,Sentinel
,Paladin,Insight,11,Religious Service,,Elven Accuracy
,Paladin,Arcana,11,Gambling,,Prodigy
,Druid,Diplomacy,20,Selling a Magic Item,Circle of the Shepherd,Defensive Duelist
,Paladin,Dungeoneering,266,Religious Service,Oath of Ancients,War Caster
,Ranger,Stealth,95,Sacred Rites,Hunter,Defensive Duelist
,Fighter,Religion,216,Religious Service,Battle Master,Dual Wielder
,Sorcerer,Insight,9,Scribing a Spell Scroll,Storm Sorcery,Alert
,Paladin,Intimidate,11,Relaxation,,Sentinel
,Druid,Thievery,13,Carousing,,Sharpshooter
,Fighter,Thievery,31,Work,Cavalier,Great Weapon Master
,Druid,Dungeoneering,27,Sacred Rites,Circle of the Moon,Lucky
,Cleric,Dungeoneering,17,Research,Life Domain,Sharpshooter
,Sorcerer,Insight,31,Tool,Draconic Bloodline,Tough
,Rogue,Arcana,8,Buying a Magic Item,,Great Weapon Master
,Barbarian,Endurance,13,Relaxation,,Elven Accuracy
,Fighter,Arcana,10,Stronghold,,Medium Armor
,Warlock,Endurance,10,Pit Fighting,The Great Old One,Resilient
,Wizard,Streetwise,55,Carousing,School of Transmutation,Lucky
,Sorcerer,Arcana,8,Sowing Rumors,Wild Magic,Sentinel
,Monk,Endurance,15,Gambling,,Resilient
,Monk,Bluff,69,Buying a Magic Item,Way of the Drunken Master,War Caster
,Monk,Streetwise,20,Religious Service,,Actor
,Ranger|Warlock,Heal,77,Research,Beast Master|The Great Old One,Sentinel
,Wizard,Streetwise,42,Carousing,School of Conjuration,Lucky
,Druid,Insight,35,Scribing a Spell Scroll,Circle of the Shepherd,Mobile
,Warlock,Arcana,10,Pit Fighting,The Fiend,Prodigy
,Bard|Fighter,Athletics,124,Sacred Rites,College of Whispers|,Prodigy
,Cleric,Bluff,72,Stronghold,Trickery Domain,Sentinel
,Barbarian,Religion,55,Work,Path of the Totem Warrior,Mobile
,Barbarian,Arcana,76,Research,Path of the Storm Herald,Prodigy
,Rogue|Ranger,Dungeoneering,72,Pit Fighting,Scout|,Sentinel
,Fighter|Rogue,Endurance,34,Work,|,Spell Sniper
,Fighter,Religion,20,Work,,Sharpshooter
,Paladin,Streetwise,13,Pit Fighting,,Dual Wielder
,Monk|Barbarian,Endurance,39,Crafting an Item,|Path of the Totem Warrior,Defensive Duelist
,Sorcerer,Thievery,9,Gambling,Shadow Magic,Sentinel
,Sorcerer|Monk,Thievery,49,Carousing,Shadow Magic|,Observent
,Monk|Barbarian,Heal,87,Stronghold,Way of the Four Elements|Path of the Totem Warrior,Spell Sniper
,Monk|Barbarian,Arcana,33,Pit Fighting,|Path of the Totem Warrior,Observent
,Sorcerer|Cleric,Thievery,48,Tool,Divine Soul|Life Domain,Spell Sniper
,Fighter,Nature,44,Work,Arcane Archer,Sharpshooter
,Wizard,Heal,45,Language,School of Conjuration,Spell Sniper
,Cleric,Intimidate,27,Sowing Rumors,Arcana Domain,Sharpshooter
,Bard,Thievery,10,Work,,Medium Armor
,Rogue,Stealth,15,Language,,Defensive Duelist
,Warlock|Bard,Thievery,163,Sacred Rites,The Hexblade|College of Swords,Spell Sniper
,Bard,Diplomacy,23,Sowing Rumors,College of Glamour,Polearm Master
,Paladin,Endurance,40,Carousing,Oath of Vengeance,Polearm Master
,Monk,Arcana,27,Relaxation,Way of the Drunken Master,Resilient
,Barbarian,Athletics,49,Relaxation,Path of the Totem Warrior,Crossbow Expert
,Monk,Bluff,31,Selling a Magic Item,Way of the Kensei,Prodigy
,Ranger,Dungeoneering,32,Stronghold,Monster Slayer,Resilient
,Rogue,Endurance,23,Crime,Arcane Trickster,Observent
,Fighter,Heal,23,Tool,Battle Master,Elven Accuracy
,Barbarian|Fighter,Bluff,54,Selling a Magic Item,|Samurai,Defensive Duelist
,Wizard,Heal,30,Stronghold,School of Evocation,Prodigy
,Bard,Diplomacy,27,Relaxation,College of Glamour,Medium Armor
,Barbarian,Heal,45,Selling a Magic Item,Path of the Zealot,Dual Wielder
,Rogue,Arcana,24,Buying a Magic Item,Assassin,Great Weapon Master
,Fighter|Monk,Heal,30,Tool,|,Lucky
,Ranger,Arcana,76,Work,Gloom Stalker,Shield Master
,Cleric,Heal,38,Sacred Rites,Arcana Domain,Resilient
,Wizard,Streetwise,24,Relaxation,School of Conjuration,Shield Master
,Warlock,Nature,38,Language,The Fiend,Medium Armor
,Warlock,Nature,33,Language,The Fiend,Alert
,Warlock,Stealth,43,Pit Fighting,The Fiend,War Caster
,Rogue,Athletics,38,Buying a Magic Item,Swashbuckler,Sentinel
,Fighter,Insight,49,Buying a Magic Item,Champion,Sentinel
,Fighter,Diplomacy,49,Pit Fighting,Champion,Lucky
,Cleric,Bluff,38,Crime,Knowledge Domain,Resilient
,Cleric,Endurance,38,Scribing a Spell Scroll,Light Domain,Dual Wielder
,Revised Ranger,Religion,68,Sowing Rumors,Beast Conclave,Shield Master
,Ranger,Diplomacy,32,Relaxation,Hunter,Sentinel
,Ranger,Stealth,131,Crafting an Item,Hunter,Mobile
,Paladin,Bluff,139,Pit Fighting,Oath of Vengeance,Actor
,Bard,Intimidate,110,Stronghold,College of Swords,Sharpshooter
,Barbarian,Thievery,188,Religious Service,Path of the Zealot,Crossbow Expert
,Sorcerer,Thievery,107,Gambling,Draconic Bloodline,Defensive Duelist
,Rogue,Streetwise,141,Work,Swashbuckler,Sharpshooter
,Fighter,Diplomacy,162,Crafting an Item,Samurai,Tough
,Cleric,Intimidate,119,Work,Forge Domain,Mobile
,Warlock,Heal,117,Sowing Rumors,The Celestial,War Caster
,Wizard,Nature,100,Sowing Rumors,School of Evocation,Medium Armor
,Rogue,Insight,7,Selling a Magic Item,,Alert
,Monk,Nature,38,Relaxation,Way of Shadow,Resilient
,Fighter,Religion,9,Crafting an Item,,Actor
,Fighter,Dungeoneering,164,Work,Champion,Resilient
,Paladin,Bluff,47,Religious Service,Oath of Devotion,Resilient
,Rogue|Revised Ranger,Insight,29,Stronghold,Assassin|Beast Conclave,Observent
,Wizard,Endurance,130,Tool,School of Conjuration,Sharpshooter
,Barbarian,Athletics,32,Gambling,Path of the Berserker,Alert
,Barbarian,Bluff,60,Sacred Rites,Path of the Berserker,Elven Accuracy
,Rogue,Thievery,7,Crime,,Crossbow Expert
,Fighter,Diplomacy,9,Sowing Rumors,,Sentinel
,Cleric,Insight,80,Selling a Magic Item,Life Domain,Observent
,Monk,Diplomacy,30,Sowing Rumors,Way of the Sun Soul,Actor
,Warlock,Insight,111,Pit Fighting,The Great Old One,Great Weapon Master
,Mystic,Thievery,8,Crafting an Item,Order of the Immortal,Sharpshooter
,Barbarian,Intimidate,1,Carousing,Path of the Totem Warrior,Defensive Duelist
,Druid,Religion,9,Tool,,Resilient
,Warlock,Religion,9,Sowing Rumors,The Fiend,War Caster
,Ranger,Nature,11,Relaxation,,Crossbow Expert
,Fighter,Religion,11,Tool,,Spell Sniper
,Sorcerer,Stealth,66,Pit Fighting,Draconic Bloodline,Lucky
,Rogue|Revised Ranger,Endurance,29,Carousing,Assassin|Beast Conclave,Medium Armor
,Sorcerer,Bluff,104,Stronghold,Wild Magic,Spell Sniper
,Cleric,Insight,55,Crafting an Item,War Domain,Polearm Master
,Bard,Athletics,45,Pit Fighting,College of Lore,Sharpshooter
,Fighter|Warlock,Religion,155,Tool,Champion|The Hexblade,Resilient
,Druid,Streetwise,153,Buying a Magic Item,Circle of the Land,Actor
,Rogue,Intimidate,50,Scribing a Spell Scroll,Assassin,Prodigy
,Druid,Religion,50,Stronghold,Circle of the Moon,Dual Wielder
,Wizard,Insight,26,Stronghold,School of Evocation,Medium Armor
,Ranger,Religion,60,Crime,Beast Master,Sharpshooter
,Paladin,Stealth,60,Crafting an Item,Oath of Vengeance,Shield Master
,Fighter,Endurance,65,Crafting an Item,Purple Dragon Knight,Sentinel
,Sorcerer,Athletics,66,Carousing,Draconic Bloodline,War Caster
,Fighter,Stealth,103,Buying a Magic Item,Champion,Lucky
,Wizard,Insight,32,Religious Service,School of Evocation,Medium Armor
,Ranger,Nature,11,Religious Service,,Tough
,Cleric,Streetwise,111,Sowing Rumors,Forge Domain,Sentinel
,Rogue,Stealth,99,Work,Swashbuckler,Crossbow Expert
,Cleric,Streetwise,111,Gambling,Forge Domain,Prodigy
,Rogue,Diplomacy,99,Religious Service,Swashbuckler,Prodigy
,Cleric,Streetwise,68,Selling a Magic Item,Tempest Domain,Sentinel
,Cleric,Stealth,52,Crafting an Item,Tempest Domain,Medium Armor
,Cleric,Bluff,9,Work,Life Domain,Shield Master
,Paladin,Insight,169,Crafting an Item,Oath of Vengeance,Elven Accuracy
,Barbarian,Dungeoneering,35,Gambling,Path of the Berserker,Shield Master
,Rogue,Religion,24,Carousing,Assassin,Mobile
,Rogue,Religion,87,Language,Swashbuckler,Spell Sniper
,Rogue,Diplomacy,5,Research,,Medium Armor
,Fighter|Cleric,Heal,160,Scribing a Spell Scroll,Battle Master|Forge Domain,Sentinel
,Ranger,Heal,25,Sacred Rites,Hunter,Defensive Duelist
,Barbarian,Dungeoneering,201,Stronghold,Path of the Totem Warrior,Actor
,Cleric,Diplomacy,4,Selling a Magic Item,Light Domain,Sentinel
,Warlock,Dungeoneering,11,Buying a Magic Item,The Hexblade,Medium Armor
,Ranger,Bluff,34,Selling a Magic Item,Beast Master,Resilient
,Paladin,Arcana,121,Research,Oath of Devotion,War Caster
,Barbarian|Fighter,Bluff,53,Stronghold,Path of the Berserker|,Spell Sniper
,Monk|Wizard,Intimidate,25,Crafting an Item,|Bladesinging,Sentinel
,Fighter|Barbarian,Diplomacy,118,Crafting an Item,Champion|Path of the Berserker,Prodigy
,Fighter,Bluff,48,Carousing,Champion,Polearm Master
,Rogue,Endurance,9,Work,,Shield Master
,Fighter,Heal,13,Carousing,,Dual Wielder
,Bard,Heal,8,Tool,,Observent
,Bard,Thievery,8,Stronghold,,Sentinel
,Fighter,Diplomacy,12,Language,,Tough
,Paladin,Stealth,22,Crafting an Item,Oath of Free Commerce,Medium Armor
,Barbarian,Diplomacy,11,Stronghold,,Polearm Master
