BG_ID,BG_Name,Story,Job,Characteristics
,Soldier,To be written by player,Technician,Distinctive
,Guild Artisan,To be written by player,Colonist,Dishonesty
,Acolyte,To be written by player,Aporthecary,Aggression
,Acolyte,To be written by player,Transporter,Focused
,Faction Agent,To be written by player,Celebrity,Hard of hearing
,Noble,To be written by player,Investigative,Relentless
,Outlander,To be written by player,Doctor,Brawler
,Sailor,To be written by player,Academic,Hard of hearing
,Outlander,To be written by player,Investigative,Dishonesty
,Sage,To be written by player,Athlete,Polite
,Hermit,To be written by player,Student,Honest
,Sage,To be written by player,Drifter,Cautious
,Cloistered Scholar,To be written by player,Colonist,Dishonesty
,Criminal,To be written by player,Celebrity,Easygoing
,Noble,To be written by player,Technician,Uncivilized
,Faction Agent,To be written by player,Aporthecary,Distinctive
,Soldier,To be written by player,Emergency Services,Suspicious
,Far Traveler,To be written by player,Emergency Services,Specialized
,Urban Bounty Hunter,To be written by player,Psychic,Aggression
,Sailor,To be written by player,Transporter,Detached
,Soldier,To be written by player,Criminal,Slow
,Urban Bounty Hunter,To be written by player,Entrepreneur,Abrasiveness
,Outlander,To be written by player,Gladiator,Polite
,Charlatan,To be written by player,Blue Collar,Brawler
,Criminal,To be written by player,Outcast,Focused
,Soldier,To be written by player,Doctor,Focused
,Sage,To be written by player,Drifter,Dishonesty
,"Entertainer, Gladiator Variant",To be written by player,Academic,Suspicious
,Faction Agent,To be written by player,Academic,Uncivilized
,Haunted One,To be written by player,Creative,Uncivilized
,Entertainer,To be written by player,Drifter,Hardy
,Faction Agent,To be written by player,Military,Abrasiveness
,Outlander,To be written by player,Shadow Scholar,Polite
,Faction Agent,To be written by player,Drifter,Brawler
,Hermit,To be written by player,Colonist,Honest
,Cloistered Scholar,To be written by player,Adventurer, Illiterate
,Entertainer,To be written by player,Aporthecary,Abrasiveness
,Entertainer,To be written by player,Gladiator,Honest
,Faction Agent,To be written by player,Law Enforcement,Dishonesty
,Faction Agent,To be written by player,Colonist,Slow
,Folk Hero,To be written by player,Religious, Illiterate
,Faction Agent,To be written by player,Blue Collar,Brawler
,City Watch,To be written by player,Doctor,Hard of hearing
,Criminal,To be written by player,Colonist,Cautious
,Clan Crafter,To be written by player,Entrepreneur,Polite
,Entertainer,To be written by player,Scavenger,Easygoing
,Entertainer,To be written by player,Law Enforcement,Polite
,Sage,To be written by player,Drifter,Aggression
,Outlander,To be written by player,Colonist,Uncivilized
,Knight,To be written by player,Gladiator,Focused
,Outlander,To be written by player,Creative,Suspicious
,Soldier,To be written by player,Outcast,Honest
,Charlatan,To be written by player,Entrepreneur,Slow
,Outlander,To be written by player,Astronaut Trainee,Hardy
,Far Traveler,To be written by player,Gladiator,Inattentive
,Urchin,To be written by player,Colonist,Brawler
,Barbarian Tribe Member,To be written by player,Rural,Absent-Minded
,Haunted One,To be written by player,Astronaut Trainee,Focused
,Outlander,To be written by player,Entrepreneur,Abrasiveness
,Noble,To be written by player,Novitiate,Hard of hearing
,Urban Bounty Hunter,To be written by player,Scavenger,Specialized
,Noble,To be written by player,Drifter,Cautious
,Outlander,To be written by player,Religious,Absent-Minded
,Haunted One,To be written by player,Technician,Brawler
,Soldier,To be written by player,Religious,Hard of hearing
,Cloistered Scholar,To be written by player,Technician,Detached
,Clan Crafter,To be written by player,Gladiator, Illiterate
,Clan Crafter,To be written by player,Rural,Uncivilized
,Mercenary Veteran,To be written by player,Blue Collar,Polite
,Mercenary Veteran,To be written by player,Military,Dishonesty
,Charlatan,To be written by player,Rural,Hardy
,Folk Hero,To be written by player,Colonist,Distinctive
,Mercenary Veteran,To be written by player,Scavenger,Relentless
,Noble,To be written by player,Shadow Scholar,Farsighted
,Criminal,To be written by player,Academic,Relentless
,Faction Agent/Outlander,To be written by player,Gladiator,Cautious
,Folk Hero,To be written by player,Rural,Inattentive
,Acolyte,To be written by player,Adventurer,Hardy
,Haunted One,To be written by player,Scavenger,Dishonesty
,Clan Crafter,To be written by player,Outcast, Illiterate
,Urchin,To be written by player,Scavenger,Dishonesty
,Guild Artisan,To be written by player,Celebrity,Brawler
,Hermit,To be written by player,Colonist,Polite
,Outlander,To be written by player,White Collar,Specialized
,Sage,To be written by player,Doctor,Abrasiveness
,Criminal,To be written by player,Hedge Wizard,Farsighted
,Knight,To be written by player,Squire,Suspicious
,Knight,To be written by player,Outcast,Specialized
,Entertainer,To be written by player,Outcast,Absent-Minded
,Haunted One,To be written by player,White Collar,Dishonesty
,Folk Hero,To be written by player,Celebrity,Hardy
,Entertainer,To be written by player,Drifter,Specialized
,Criminal,To be written by player,Athlete,Cautious
,Sailor,To be written by player,White Collar,Dishonesty
,Criminal,To be written by player,Military,Honest
,Charlatan,To be written by player,Astronaut Trainee,Detached
,Knight,To be written by player,Colonist,Relentless
,Acolyte,To be written by player,Heir,Detached
,Acolyte,To be written by player,Blue Collar,Honest
,Acolyte,To be written by player,Entrepreneur,Suspicious
,Haunted One,To be written by player,White Collar,Aggression
,Hermit,To be written by player,Heir,Relentless
,Folk Hero,To be written by player,Squire,Dishonesty
,Far Traveler,To be written by player,Hedge Wizard,Suspicious
,Criminal,To be written by player,Investigative,Farsighted
,Sailor,To be written by player,Aporthecary,Focused
,Urchin,To be written by player,White Collar,Polite
,Noble,To be written by player,Investigative,Specialized
,City Watch,To be written by player,Heir,Relentless
,Far Traveler,To be written by player,Dilettante,Aggression
,Sailor,To be written by player,Student,Polite
,Sailor,To be written by player,Law Enforcement,Dishonesty
,Sailor,To be written by player,Athlete,Honest
,Sage,To be written by player,Creative,Abrasiveness
,Outlander,To be written by player,Shadow Scholar,Farsighted
,Sailor,To be written by player,Psychic,Uncivilized
,Soldier,To be written by player,Hedge Wizard,Easygoing
,Guild Artisan,To be written by player,Celebrity,Specialized
,Sailor,To be written by player,White Collar,Absent-Minded
,Charlatan,To be written by player,Psychic,Abrasiveness
,Sailor,To be written by player,Transporter,Distinctive
,Courtier,To be written by player,Celebrity,Relentless
,Sailor,To be written by player,Law Enforcement,Distinctive
,Acolyte,To be written by player,Colonist,Hard of hearing
,Outlander,To be written by player,Academic,Absent-Minded
,Outlander,To be written by player,Emergency Services,Hardy
,Acolyte,To be written by player,Gladiator, Illiterate
,Criminal,To be written by player,Emergency Services,Honest
,Sailor,To be written by player,Transporter,Distinctive
,Criminal,To be written by player,Astronaut Trainee,Focused
,Criminal,To be written by player,Novitiate,Uncivilized
,Folk Hero,To be written by player,Doctor,Uncivilized
,Sailor,To be written by player,Colonist,Easygoing
,Sailor,To be written by player,Technician,Farsighted
,Faction Agent/Outlander,To be written by player,Transporter,Cautious
,Sailor,To be written by player,Student,Brawler
,Mercenary Veteran,To be written by player,Law Enforcement,Absent-Minded
,Sailor,To be written by player,Scavenger,Specialized
,Knight,To be written by player,Aporthecary,Easygoing
,Far Traveler,To be written by player,Criminal,Cautious
,Acolyte,To be written by player,Adventurer,Aggression
,Inventor,To be written by player,Colonist, Illiterate
,Charlatan,To be written by player,Criminal,Focused
,Criminal,To be written by player,Celebrity,Dishonesty
,Guild Artisan,To be written by player,Hedge Wizard,Inattentive
,Far Traveler,To be written by player,Astronaut Trainee,Suspicious
,Sailor,To be written by player,Aporthecary,Polite
,Soldier,To be written by player,Outcast,Dishonesty
,Outlander,To be written by player,Law Enforcement,Abrasiveness
,Cloistered Scholar,To be written by player,Criminal,Brawler
,Noble,To be written by player,Colonist,Detached
,Sage,To be written by player,Technician,Cautious
,Noble,To be written by player,Entrepreneur,Hard of hearing
,Charlatan,To be written by player,Drifter,Aggression
,Sage,To be written by player,Student,Aggression
,Sailor,To be written by player,Novitiate,Uncivilized
,City Watch,To be written by player,Adventurer,Absent-Minded
,Criminal,To be written by player,Creative,Focused
,Hermit,To be written by player,Squire,Uncivilized
,Soldier,To be written by player,White Collar,Detached
,Noble,To be written by player,Athlete,Dishonesty
,Outlander,To be written by player,Doctor,Abrasiveness
,Haunted One,To be written by player,Gladiator,Aggression
,Acolyte,To be written by player,Blue Collar,Polite
,Acolyte,To be written by player,Adventurer,Dishonesty
,Mercenary Veteran,To be written by player,Academic,Honest
,Mercenary Veteran,To be written by player,Creative,Detached
,Criminal,To be written by player,Rural,Distinctive
,Folk Hero,To be written by player,Creative,Dishonesty
,Inheritor,To be written by player,Shadow Scholar,Suspicious
,Hermit,To be written by player,Aporthecary, Illiterate
,Acolyte,To be written by player,Doctor,Brawler
,Outlander,To be written by player,Technician, Illiterate
,,To be written by player,Religious,Farsighted
,Sailor,To be written by player,Criminal,Distinctive
,Barbarian Tribe Member,To be written by player,Aporthecary,Specialized
,Hermit,To be written by player,Student,Brawler
,Outlander,To be written by player,Astronaut Trainee,Easygoing
,Inheritor,To be written by player,Celebrity,Absent-Minded
,Noble,To be written by player,Technician,Hardy
,Haunted One,To be written by player,Outcast,Hardy
,Barbarian Tribe Member,To be written by player,Entrepreneur,Easygoing
,Criminal,To be written by player,Dilettante, Illiterate
,Outlander,To be written by player,Squire,Polite
,Acolyte,To be written by player,Dilettante,Cautious
,Acolyte,To be written by player,Emergency Services,Hard of hearing
,Sailor,To be written by player,Scavenger,Easygoing
,Soldier,To be written by player,Celebrity,Aggression
,Soldier,To be written by player,Celebrity,Slow
,Sailor,To be written by player,Heir,Hardy
,Knight,To be written by player,Adventurer,Hard of hearing
,Barbarian Tribe Member,To be written by player,Outcast,Absent-Minded
,Acolyte,To be written by player,Emergency Services,Detached
,Criminal,To be written by player,Investigative,Farsighted
,Charlatan,To be written by player,Emergency Services, Illiterate
,Sailor,To be written by player,Blue Collar,Distinctive
,Soldier,To be written by player,Athlete,Abrasiveness
,Acolyte,To be written by player,White Collar,Slow
,Sage,To be written by player,Hedge Wizard,Relentless
,Urban Bounty Hunter,To be written by player,Military,Slow
,Urban Bounty Hunter,To be written by player,Adventurer,Brawler
,Outlander,To be written by player,Psychic,Polite
,Acolyte,To be written by player,Astronaut Trainee,Distinctive
,Acolyte,To be written by player,Criminal,Suspicious
,Acolyte,To be written by player,Gladiator,Suspicious
,Sage,To be written by player,Celebrity,Polite
,Sage,To be written by player,Entrepreneur,Abrasiveness
,Sage,To be written by player,Military,Absent-Minded
,Guild Artisan,To be written by player,Transporter,Honest
,Acolyte,To be written by player,Emergency Services,Abrasiveness
