Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Inflict Wounds,Abjuration,6,m,90,60,10
,Animal Shape,Evocation,7,s,60,0,10
,Hideous Laughter,Illusions,4,v s m,30,90,1
,Beacon of Hope,Transmutation,1,v s m,90,0,8
,Enthrall,Divination,9,m,90,60,10
,Haste,Transmutation,1,m,30,120,10
,Arcane Lock,Illusions,5,v s m,60,60,0
,Inflict Wounds,Conjuration,9,m,0,60,1
,Animal Messenger,Conjuration,7,v s,90,90,1
,Inflict Wounds,Necromancy,3,v,30,90,10
,Antipathy Sympathy,Enchantment,1,v s m,30,90,8
,Clone,Abjuration,5,m,30,0,0
,Antlife Shell,Enchantment,1,s,60,120,0
,Banishment,Necromancy,3,s,30,120,8
,Animal Friendship,Necromancy,1,v s m,0,60,1
,Hideous Laughter,Illusions,6,v s m,0,60,8
,Sequester,Evocation,8,m,90,0,1
,Inflict Wounds,Evocation,1,v s m,120,60,0
,Inflict Wounds,Abjuration,2,m,120,60,0
,Hideous Laughter,Evocation,8,v s m,120,60,1
,Acid Arrow,Abjuration,7,m,90,90,0
,Beacon of Hope,Transmutation,1,m,30,30,0
,Acid Splash,Illusions,4,v s m,120,120,8
,Aid,Necromancy,6,m,60,120,0
,Sequester,Illusions,3,v s,90,0,8
,Bane,Necromancy,7,v s,90,90,1
,Animate dead,Conjuration,9,v s,0,90,8
,Bane,Evocation,8,v s m,120,60,10
,Rope Trick,Conjuration,1,m,90,60,8
,Arcane Hand,Evocation,3,v s m,30,90,10
,Inflict Wounds,Necromancy,10,v s m,90,0,10
,Insect Plague,Illusions,1,m,0,120,8
,Clone,Divination,1,v s m,120,90,10
,Animal Messenger,Conjuration,4,m,90,30,0
,Animate Objects,Transmutation,5,v s,30,0,10
,Arcane Sword,Enchantment,9,v s m,60,30,0
,Alarm,Transmutation,7,v s m,0,90,1
,Enthrall,Divination,5,v,0,90,1
,Gust of Wind,Conjuration,5,m,120,90,0
,Prismatic Wall,Abjuration,5,v s,90,30,8
,Acid Arrow,Divination,6,v,120,60,10
,Clairvoyance,Evocation,5,v s,0,30,1
,Secret Chest,Evocation,7,v s,90,90,8
,Arcane Sword,Necromancy,9,m,120,0,1
,Gust of Wind,Transmutation,7,s,120,30,10
,Arcane Eye,Abjuration,3,m,90,0,10
,Animate dead,Evocation,5,s,90,120,0
,Entangle,Abjuration,10,m,90,120,8
,Enthrall,Conjuration,5,v,90,60,8
,Beacon of Hope,Enchantment,6,v,30,120,1
,Antipathy Sympathy,Abjuration,9,v s,60,90,0
,Arcane Hand,Divination,1,v,0,120,0
,Bane,Conjuration,4,v s m,90,0,8
,Secret Chest,Necromancy,6,s,90,30,10
,Color Spray,Enchantment,10,s,120,90,0
,Sequester,Conjuration,2,m,120,60,10
,Entangle,Divination,1,s,90,120,1
,Alarm,Divination,8,v s m,90,60,1
,Entangle,Abjuration,2,s,90,120,10
,Clone,Divination,8,s,60,0,8
,Animal Messenger,Illusions,6,v s,0,120,1
,Rope Trick,Transmutation,7,s,0,90,10
,Hideous Laughter,Necromancy,8,s,120,60,1
,Antimagic Field,Divination,1,v,90,30,10
,Freezing Sphere,Abjuration,4,v s m,120,60,1
,Animate dead,Conjuration,2,v s,90,30,8
,Arcane Eye,Divination,9,v s m,30,90,0
,Fireball,Evocation,4,s,90,120,8
,Harm,Transmutation,1,v,0,0,10
,Animate dead,Illusions,8,v s m,30,0,8
,Prismatic Wall,Conjuration,8,m,0,0,1
,Fly,Transmutation,2,m,0,30,10
,Animal Shape,Necromancy,10,v,120,120,8
,Bane,Transmutation,10,s,30,30,10
,Enthrall,Illusions,1,s,0,120,0
,Animal Messenger,Transmutation,2,v,60,60,1
,Aid,Evocation,6,v,30,120,10
,Animal Messenger,Transmutation,9,s,120,60,8
,Enthrall,Transmutation,9,m,30,120,1
,Insect Plague,Conjuration,1,s,120,120,10
,Animate Objects,Conjuration,8,v s m,90,120,8
,Alarm,Enchantment,1,s,120,60,0
,Animal Friendship,Conjuration,4,s,30,60,10
,Fireball,Abjuration,5,m,0,90,0
,Haste,Abjuration,5,v s m,90,0,10
,Acid Splash,Enchantment,3,v,120,30,1
,Banishment,Evocation,3,s,120,60,10
,Harm,Abjuration,5,v s,90,120,0
,Acid Arrow,Transmutation,10,v s m,90,30,1
,Antipathy Sympathy,Transmutation,10,v s,30,0,8
,Animate dead,Transmutation,8,v,120,120,1
,Color Spray,Evocation,3,s,60,0,10
,Animate dead,Enchantment,6,s,90,0,1
,Haste,Abjuration,7,s,120,90,8
,Beacon of Hope,Evocation,8,v s m,0,90,10
,Antlife Shell,Illusions,6,m,90,0,0
,Haste,Evocation,10,v,60,90,8
,Animal Shape,Abjuration,9,v,90,90,0
,Bane,Illusions,2,s,30,60,10
,Animal Messenger,Necromancy,10,v,60,90,10
,Banishment,Abjuration,6,v s,60,30,1
,Antipathy Sympathy,Abjuration,3,v s,30,0,10
,Arcane Lock,Transmutation,2,v,60,0,0
,Hideous Laughter,Divination,4,m,30,120,8
,Beacon of Hope,Necromancy,4,v,0,0,8
,Gust of Wind,Divination,2,v s m,120,60,8
,Banishment,Illusions,6,m,90,30,0
,Acid Splash,Divination,1,v s,0,30,8
,Animal Shape,Illusions,6,s,90,0,8
,Antipathy Sympathy,Illusions,4,v s,120,30,10
,Animate dead,Enchantment,1,m,30,60,1
,Beacon of Hope,Divination,10,s,0,120,8
,Alarm,Enchantment,8,v s,60,30,1
,Antipathy Sympathy,Conjuration,10,m,60,120,1
,Sequester,Conjuration,8,v s m,0,0,0
,Animal Friendship,Enchantment,4,v s,60,120,10
,Prismatic Wall,Transmutation,10,v,90,30,10
,Acid Arrow,Evocation,3,m,60,90,0
,Animal Friendship,Evocation,8,s,120,0,0
,Enthrall,Illusions,2,v s,60,30,8
,Secret Chest,Necromancy,2,m,90,0,10
,Enthrall,Divination,8,s,120,0,10
,Clone,Necromancy,1,m,120,0,0
,Entangle,Illusions,8,s,0,0,8
,Fireball,Evocation,9,s,90,60,10
,Alarm,Conjuration,1,s,120,90,8
,Aid,Abjuration,1,v,30,90,10
,Enthrall,Divination,9,s,90,60,0
,Entangle,Evocation,9,v s,0,0,10
,Fly,Transmutation,4,m,0,60,8
,Harm,Conjuration,1,v s m,30,60,10
,Clone,Transmutation,3,s,0,90,1
,Inflict Wounds,Illusions,4,m,90,0,1
,Arcane Eye,Conjuration,6,v s m,0,0,8
,Bane,Illusions,1,v s,60,60,10
,Bane,Transmutation,1,s,0,120,10
,Harm,Conjuration,5,v,60,30,1
,Antlife Shell,Transmutation,6,m,90,30,8
,Entangle,Necromancy,6,s,30,120,1
,Animal Shape,Evocation,5,v s,30,90,10
,Bane,Abjuration,1,m,30,0,0
,Arcane Sword,Conjuration,10,s,0,0,1
,Arcane Eye,Conjuration,1,v s,30,0,0
,Antimagic Field,Necromancy,3,v s m,30,0,1
,Hideous Laughter,Evocation,6,m,30,0,8
,Gust of Wind,Divination,5,v s,60,120,1
,Sequester,Enchantment,8,s,30,30,1
,Fly,Evocation,6,v s m,60,0,0
,Arcane Sword,Transmutation,8,s,90,90,1
,Secret Chest,Abjuration,7,v,60,30,1
,Banishment,Necromancy,1,v s m,30,60,1
,Harm,Enchantment,10,v s,120,90,1
,Enthrall,Transmutation,7,v s m,30,30,0
,Inflict Wounds,Abjuration,2,v,0,120,0
,Antimagic Field,Divination,8,s,30,30,8
,Harm,Enchantment,10,v s,60,90,0
,Acid Splash,Divination,3,v s,120,30,1
,Arcane Hand,Conjuration,4,v s,120,120,1
,Fly,Conjuration,9,v,30,90,0
,Acid Arrow,Evocation,2,v s m,120,30,8
,Antimagic Field,Conjuration,10,v s m,90,0,1
,Clairvoyance,Transmutation,9,s,60,30,1
,Prismatic Wall,Enchantment,6,m,120,120,0
,Haste,Evocation,3,m,30,60,10
,Animal Messenger,Abjuration,9,v s m,0,30,8
,Clone,Enchantment,4,m,120,60,0
,Enthrall,Necromancy,1,v s m,0,120,10
,Harm,Evocation,6,v s m,30,0,10
,Fireball,Transmutation,6,v s m,60,60,0
,Arcane Hand,Necromancy,7,v s,90,120,1
,Hideous Laughter,Evocation,3,v s,0,30,0
,Alter Self,Evocation,5,m,60,120,10
,Insect Plague,Abjuration,4,s,60,90,0
,Arcane Lock,Illusions,4,s,30,0,0
,Entangle,Evocation,1,v s m,0,30,1
,Alter Self,Abjuration,8,v s,0,30,8
,Aid,Enchantment,4,v,120,90,8
,Rope Trick,Transmutation,8,s,30,60,8
,Animal Shape,Transmutation,3,s,30,120,8
,Enthrall,Divination,3,s,0,120,0
,Insect Plague,Abjuration,5,v s,90,120,1
,Animate Objects,Enchantment,1,m,0,90,8
,Animal Messenger,Evocation,4,v s,60,60,8
,Insect Plague,Evocation,8,v s m,30,90,1
,Animal Friendship,Abjuration,9,v,30,0,1
,Arcane Sword,Transmutation,7,s,60,120,1
,Secret Chest,Conjuration,4,m,90,60,8
,Gust of Wind,Divination,5,v s m,120,30,8
,Inflict Wounds,Necromancy,4,v s m,30,120,1
,Alter Self,Divination,8,m,120,0,0
,Clone,Divination,4,v s m,0,60,0
,Inflict Wounds,Illusions,10,v s m,120,60,0
,Alarm,Abjuration,6,s,120,60,1
,Antlife Shell,Conjuration,10,v,120,90,0
,Animal Friendship,Evocation,9,s,30,30,10
,Clone,Conjuration,10,m,30,0,1
,Enthrall,Illusions,2,s,0,120,10
,Insect Plague,Enchantment,9,v,90,120,8
,Entangle,Abjuration,10,v s m,60,90,0
,Acid Arrow,Illusions,6,s,120,60,1
,Antimagic Field,Evocation,4,s,60,90,8
,Harm,Conjuration,10,v,60,60,0
,Alarm,Abjuration,7,v s,30,60,10
,Animate dead,Conjuration,3,v,120,60,10
,Alter Self,Enchantment,8,v,120,30,0
,Antipathy Sympathy,Transmutation,6,v s,0,120,8
,Fireball,Conjuration,5,v s m,60,90,0
,Clone,Necromancy,8,v,30,0,8
,Beacon of Hope,Enchantment,9,m,30,30,8
,Harm,Divination,9,m,60,90,0
,Inflict Wounds,Abjuration,9,v s m,0,90,0
,Arcane Sword,Conjuration,1,v,90,120,1
,Animate dead,Transmutation,2,v,0,0,0
,Antlife Shell,Divination,6,v,120,0,8
,Animal Friendship,Evocation,7,v,0,30,0
,Arcane Lock,Divination,6,v s,90,90,8
,Animate dead,Divination,5,v s,30,120,10
,Arcane Sword,Abjuration,4,s,120,0,10
,Arcane Hand,Illusions,4,m,0,30,8
,Clone,Conjuration,10,v s,90,60,0
,Insect Plague,Conjuration,3,v,30,120,0
,Arcane Eye,Illusions,3,v s,30,30,8
,Fireball,Conjuration,8,s,30,0,1
,Animal Friendship,Evocation,3,v s,120,60,0
,Animal Shape,Abjuration,6,v,60,60,10
,Harm,Illusions,9,v,120,120,10
,Clairvoyance,Illusions,10,v s,120,0,0
,Animate Objects,Evocation,3,s,90,90,0
,Acid Splash,Necromancy,6,v s m,60,60,8
,Fly,Transmutation,4,v s,60,30,1
,Prismatic Wall,Transmutation,10,m,120,120,0
,Inflict Wounds,Enchantment,9,v,60,120,0
,Entangle,Divination,2,v s,90,0,10
,Fireball,Abjuration,8,v,90,0,8
,Arcane Eye,Necromancy,9,v s,30,120,10
,Sequester,Conjuration,7,m,60,60,10
,Arcane Lock,Enchantment,2,m,90,0,1
,Harm,Evocation,6,m,30,90,8
,Aid,Evocation,5,s,60,60,1
,Arcane Hand,Conjuration,1,v,30,90,8
,Arcane Lock,Abjuration,3,m,90,60,10
,Banishment,Abjuration,4,m,60,30,0
,Arcane Lock,Evocation,6,m,90,60,8
,Rope Trick,Conjuration,10,s,0,90,0
,Antimagic Field,Evocation,5,m,90,90,1
,Rope Trick,Abjuration,6,v,30,0,10
,Animal Messenger,Illusions,8,v s m,60,60,0
,Arcane Eye,Illusions,10,m,0,90,8
,Enthrall,Evocation,2,v,90,0,10
,Arcane Sword,Illusions,3,v,120,120,1
,Arcane Lock,Enchantment,8,v,120,120,1
,Beacon of Hope,Transmutation,6,v s m,60,30,0
,Harm,Evocation,2,m,90,90,1
,Hideous Laughter,Conjuration,3,v s,60,60,8
,Haste,Illusions,6,v s m,30,60,1
,Aid,Enchantment,6,v,90,30,10
,Haste,Transmutation,10,v s,90,120,10
,Color Spray,Transmutation,5,v s,90,0,8
,Clairvoyance,Enchantment,3,v s,30,120,8
,Animal Shape,Necromancy,8,s,0,90,0
,Color Spray,Enchantment,3,s,30,90,1
,Animal Messenger,Illusions,7,s,30,60,1
,Gust of Wind,Divination,5,s,120,90,10
,Fireball,Abjuration,9,v,120,60,8
,Animal Shape,Illusions,1,s,0,0,1
,Alarm,Illusions,5,v,60,30,0
,Harm,Divination,3,v s,60,0,0
,Animate dead,Necromancy,1,s,60,30,1
,Inflict Wounds,Evocation,5,m,60,90,10
,Animal Friendship,Enchantment,6,m,90,120,0
,Insect Plague,Transmutation,4,s,90,60,1
,Rope Trick,Conjuration,5,v s,0,0,10
,Enthrall,Transmutation,9,v s,120,60,8
,Alarm,Enchantment,4,v,90,0,8
,Antlife Shell,Transmutation,3,v s m,120,0,10
,Prismatic Wall,Abjuration,4,s,120,60,1
,Entangle,Enchantment,5,v,30,60,0
,Clone,Divination,6,s,120,120,8
,Prismatic Wall,Abjuration,7,v s,30,90,8
,Antimagic Field,Conjuration,3,v,30,120,10
,Gust of Wind,Illusions,4,m,60,120,8
,Antlife Shell,Transmutation,10,v,60,90,1
,Enthrall,Abjuration,9,s,60,30,1
,Antimagic Field,Necromancy,1,v s,30,120,10
,Rope Trick,Evocation,2,v,120,60,10
,Antlife Shell,Conjuration,4,s,120,0,1
,Clone,Enchantment,10,s,60,120,1
,Clairvoyance,Conjuration,7,v s,0,30,10
,Arcane Hand,Necromancy,5,m,120,0,10
,Harm,Evocation,9,v s m,60,0,8
,Haste,Necromancy,9,m,90,120,1
,Enthrall,Evocation,8,m,30,60,10
,Haste,Conjuration,2,m,120,120,10
,Animal Messenger,Transmutation,5,v,60,30,1
,Arcane Hand,Evocation,10,v,30,90,8
,Entangle,Evocation,2,v s m,30,90,10
,Animal Shape,Conjuration,8,v s m,120,120,1
,Gust of Wind,Abjuration,1,m,30,60,0
,Gust of Wind,Transmutation,9,s,60,0,0
,Animate dead,Illusions,4,v s m,120,60,8
,Insect Plague,Evocation,7,m,90,0,0
,Alarm,Necromancy,7,v s m,0,120,1
,Sequester,Abjuration,6,v s m,90,0,8
,Insect Plague,Enchantment,4,s,120,0,8
,Animate dead,Enchantment,5,m,120,60,10
,Entangle,Transmutation,2,v s m,0,60,8
,Bane,Conjuration,2,v,30,90,8
,Sequester,Illusions,1,v s,90,0,1
,Freezing Sphere,Abjuration,6,v,90,60,0
,Aid,Divination,5,v s m,0,0,0
,Arcane Lock,Divination,9,s,60,60,1
,Arcane Hand,Divination,4,m,0,90,8
,Animate Objects,Evocation,8,v,60,90,10
,Animal Messenger,Conjuration,5,v s m,120,120,1
,Secret Chest,Abjuration,2,v,30,0,8
,Acid Splash,Evocation,7,v s m,0,90,0
,Alarm,Divination,2,s,120,30,10
,Banishment,Necromancy,3,v s,30,30,1
,Arcane Sword,Evocation,2,s,30,60,8
,Antipathy Sympathy,Illusions,7,m,30,120,8
,Animal Messenger,Abjuration,5,s,60,30,1
,Animate dead,Illusions,5,v,90,90,0
,Rope Trick,Enchantment,1,m,120,120,10
,Gust of Wind,Divination,9,v s,30,90,1
,Arcane Hand,Necromancy,8,m,120,0,8
,Insect Plague,Transmutation,9,v s m,90,30,1
,Alter Self,Abjuration,4,m,0,120,1
,Harm,Necromancy,9,v s m,30,30,8
,Alter Self,Transmutation,2,v s,90,120,8
,Haste,Evocation,3,s,30,90,10
,Insect Plague,Conjuration,4,s,90,0,1
,Arcane Eye,Conjuration,3,v s m,60,60,8
,Freezing Sphere,Conjuration,3,s,30,90,10
,Acid Arrow,Enchantment,7,m,90,90,8
,Haste,Evocation,5,s,120,0,1
,Fireball,Necromancy,7,v s m,0,90,10
,Freezing Sphere,Transmutation,4,v,30,30,8
,Antipathy Sympathy,Illusions,1,v s m,0,120,10
,Gust of Wind,Conjuration,2,v s m,120,60,8
,Alarm,Divination,2,v s m,120,60,0
,Antlife Shell,Necromancy,4,v,30,0,8
,Animal Friendship,Illusions,7,s,0,60,0
,Harm,Divination,7,v s m,30,60,1
,Aid,Conjuration,6,v s m,30,120,8
,Animal Friendship,Enchantment,10,v s,120,120,0
,Enthrall,Abjuration,6,s,120,90,1
,Aid,Transmutation,10,m,30,120,1
,Prismatic Wall,Necromancy,8,v,60,30,0
,Freezing Sphere,Necromancy,9,v s,60,0,1
,Harm,Enchantment,9,v s,120,30,8
,Animal Shape,Abjuration,8,v s,0,30,1
,Animate Objects,Enchantment,3,v s m,90,90,10
,Sequester,Abjuration,7,v,30,120,10
,Animal Friendship,Divination,6,m,60,90,1
,Animal Messenger,Enchantment,4,v,60,60,0
,Animate dead,Enchantment,8,m,60,30,0
,Animate Objects,Divination,10,m,120,30,10
,Harm,Abjuration,3,v s,0,30,0
,Animal Friendship,Transmutation,10,s,0,90,10
,Entangle,Necromancy,4,m,60,90,10
,Acid Arrow,Enchantment,6,m,120,0,10
,Harm,Illusions,1,v s,60,60,8
,Arcane Eye,Enchantment,5,m,30,60,10
,Freezing Sphere,Evocation,1,v s,0,90,0
,Alarm,Conjuration,10,s,120,30,8
,Harm,Illusions,7,m,90,60,1
,Haste,Divination,7,v s,0,60,0
,Arcane Sword,Abjuration,3,s,60,0,8
,Color Spray,Necromancy,7,v s m,0,30,8
,Banishment,Necromancy,1,m,30,120,8
,Antipathy Sympathy,Divination,1,v s,60,120,1
,Antimagic Field,Transmutation,4,v,90,0,0
,Inflict Wounds,Necromancy,6,v,60,60,10
,Antimagic Field,Evocation,3,v s m,90,0,0
,Arcane Eye,Evocation,2,s,90,0,8
,Secret Chest,Evocation,8,m,30,60,0
,Antlife Shell,Conjuration,4,s,120,30,10
,Clairvoyance,Necromancy,6,m,30,60,10
,Banishment,Illusions,4,m,60,60,8
,Enthrall,Transmutation,4,v s m,30,0,0
,Secret Chest,Evocation,8,v,60,0,8
,Clairvoyance,Evocation,9,v,30,90,1
,Bane,Transmutation,10,s,30,90,0
,Sequester,Transmutation,3,v s m,30,120,1
,Hideous Laughter,Conjuration,6,v s m,60,120,1
,Antipathy Sympathy,Transmutation,1,v,90,60,10
,Insect Plague,Transmutation,7,v s,60,30,0
,Aid,Illusions,7,v s,120,0,0
,Alter Self,Illusions,8,v s,0,30,10
,Beacon of Hope,Divination,6,v s,0,90,8
,Beacon of Hope,Transmutation,7,v s,30,120,1
,Inflict Wounds,Conjuration,6,v s m,120,90,1
,Entangle,Abjuration,3,s,0,30,8
,Beacon of Hope,Abjuration,6,v,90,90,10
,Animal Friendship,Transmutation,2,v,120,90,10
,Animate Objects,Abjuration,3,v,30,90,8
,Arcane Lock,Abjuration,3,v s,30,60,1
,Antipathy Sympathy,Conjuration,4,s,90,30,8
,Animate dead,Necromancy,8,v s,90,90,10
,Animate dead,Evocation,10,v s,120,60,0
,Color Spray,Transmutation,5,v s,0,60,8
,Antimagic Field,Abjuration,6,v s,60,120,8
,Animal Shape,Divination,7,v s,30,0,8
,Banishment,Conjuration,1,m,120,120,0
,Haste,Abjuration,10,s,60,60,1
,Hideous Laughter,Transmutation,2,s,120,0,8
,Acid Splash,Necromancy,2,m,120,120,0
,Harm,Evocation,6,v,30,60,0
,Beacon of Hope,Evocation,9,v s m,0,120,1
,Clairvoyance,Evocation,3,s,30,60,10
,Arcane Hand,Divination,5,v s,0,30,1
,Entangle,Evocation,8,m,60,0,10
,Color Spray,Transmutation,1,s,120,90,8
,Entangle,Abjuration,2,m,60,120,8
,Alarm,Abjuration,1,m,90,120,1
,Insect Plague,Illusions,5,v s,90,30,10
,Arcane Lock,Evocation,4,s,90,120,8
,Acid Arrow,Illusions,2,v s,60,30,8
,Animate dead,Illusions,5,v s m,60,60,8
,Secret Chest,Abjuration,5,v s m,30,0,10
,Antlife Shell,Necromancy,3,v s m,30,120,0
,Antimagic Field,Abjuration,4,v,30,90,8
,Hideous Laughter,Abjuration,7,m,30,120,8
,Acid Arrow,Necromancy,4,m,0,60,8
,Harm,Divination,3,v s m,120,120,10
,Animate dead,Divination,1,v s,90,90,10
,Insect Plague,Evocation,4,v,120,0,8
,Enthrall,Enchantment,2,s,0,60,0
,Beacon of Hope,Evocation,10,s,120,30,1
,Animate dead,Necromancy,10,m,90,30,0
,Animal Shape,Conjuration,4,s,0,0,1
,Acid Splash,Necromancy,7,v,30,60,8
,Haste,Illusions,5,s,120,60,0
,Haste,Illusions,1,v,60,60,10
,Sequester,Abjuration,7,v s m,120,120,8
,Alarm,Enchantment,10,m,90,0,10
,Aid,Divination,6,m,30,30,0
,Animal Friendship,Abjuration,2,v s,90,120,10
,Inflict Wounds,Abjuration,2,v,30,120,8
,Animate dead,Illusions,8,s,90,120,1
,Prismatic Wall,Illusions,9,s,30,60,0
,Beacon of Hope,Divination,1,v,120,0,10
,Animal Friendship,Conjuration,8,v s,120,0,0
,Inflict Wounds,Necromancy,2,m,120,30,0
,Animate Objects,Enchantment,7,v s m,0,0,0
,Aid,Abjuration,2,s,0,0,1
,Harm,Necromancy,6,s,30,0,0
,Harm,Evocation,1,v s m,90,120,1
,Clone,Conjuration,8,m,0,60,0
,Acid Splash,Enchantment,7,m,0,0,8
,Fireball,Illusions,1,v s m,60,30,10
,Banishment,Illusions,4,v s,120,60,10
,Clone,Divination,9,v,120,30,8
,Animal Messenger,Illusions,10,s,120,120,1
,Hideous Laughter,Divination,6,m,90,0,8
,Animate Objects,Evocation,7,v s m,30,60,10
,Arcane Hand,Necromancy,6,m,60,60,0
,Gust of Wind,Abjuration,10,s,60,90,0
,Rope Trick,Conjuration,7,v,90,30,1
,Enthrall,Divination,2,s,120,0,10
,Beacon of Hope,Illusions,9,m,90,30,1
,Arcane Sword,Abjuration,7,m,0,0,0
,Animal Messenger,Abjuration,8,v,30,0,0
,Clairvoyance,Transmutation,10,m,0,120,10
,Animate dead,Conjuration,2,v s m,30,120,1
,Gust of Wind,Transmutation,10,v s,60,0,1
,Haste,Enchantment,7,v s m,30,0,1
,Animal Shape,Divination,9,v s,120,90,0
,Acid Arrow,Transmutation,7,s,0,60,1
,Prismatic Wall,Illusions,2,s,60,90,0
,Acid Splash,Illusions,4,v s m,60,60,0
,Arcane Sword,Evocation,8,v s,90,90,10
,Arcane Eye,Necromancy,2,v,30,0,1
,Arcane Sword,Divination,1,v s,0,0,0
,Antlife Shell,Enchantment,5,v s m,90,0,1
,Animal Friendship,Conjuration,2,v s m,90,90,0
,Prismatic Wall,Transmutation,6,s,120,30,1
,Clairvoyance,Conjuration,2,m,60,30,10
,Animate Objects,Conjuration,6,m,0,120,0
,Arcane Eye,Transmutation,5,v s,0,0,1
,Animal Messenger,Enchantment,4,s,60,0,0
,Secret Chest,Necromancy,1,s,60,0,0
,Banishment,Abjuration,4,v s m,30,60,10
,Animal Friendship,Transmutation,8,v s,120,0,0
,Acid Splash,Conjuration,4,s,120,30,1
,Fly,Transmutation,5,v s m,90,60,1
,Alter Self,Abjuration,2,v s,90,90,1
,Haste,Conjuration,1,v s m,120,120,10
,Secret Chest,Conjuration,10,v,120,90,10
,Banishment,Abjuration,3,v s m,30,30,0
,Animal Friendship,Illusions,7,v,0,90,1
,Antimagic Field,Conjuration,5,v s m,30,120,10
,Entangle,Necromancy,1,v s,60,30,0
,Beacon of Hope,Enchantment,5,v s,120,30,1
,Antlife Shell,Divination,8,v,30,90,8
,Fireball,Abjuration,9,s,0,0,1
,Aid,Transmutation,8,v s,120,0,1
,Color Spray,Evocation,8,m,90,60,8
,Clairvoyance,Conjuration,2,v s m,120,90,0
,Arcane Sword,Conjuration,5,v,120,60,10
,Antimagic Field,Divination,3,m,90,90,0
,Gust of Wind,Divination,7,v s,120,0,0
,Arcane Lock,Transmutation,5,m,30,60,0
,Arcane Hand,Conjuration,9,v,120,120,10
,Sequester,Enchantment,1,s,60,0,8
,Animate Objects,Divination,4,v s,60,30,0
,Alter Self,Divination,4,v s m,120,30,0
,Fly,Abjuration,2,s,60,120,0
,Alarm,Abjuration,7,s,60,0,8
,Color Spray,Illusions,8,v s,30,60,0
,Fly,Illusions,4,m,120,120,1
,Arcane Eye,Evocation,8,s,0,120,8
,Animal Messenger,Illusions,3,s,120,90,0
,Alter Self,Conjuration,4,s,60,30,1
,Acid Splash,Illusions,10,v s,60,30,10
,Inflict Wounds,Abjuration,6,v s,0,120,1
,Clairvoyance,Illusions,8,s,60,60,0
,Gust of Wind,Enchantment,7,s,0,120,10
,Antimagic Field,Conjuration,8,s,120,120,8
,Clairvoyance,Transmutation,6,s,60,60,1
,Acid Arrow,Conjuration,7,v s m,60,30,0
,Hideous Laughter,Abjuration,2,m,120,60,8
,Fireball,Illusions,9,s,120,30,0
,Fly,Transmutation,3,v s,120,0,0
,Enthrall,Necromancy,4,v,30,30,0
,Beacon of Hope,Abjuration,3,v,120,60,1
,Sequester,Evocation,8,v,0,0,0
,Harm,Necromancy,9,v s m,90,60,8
,Hideous Laughter,Transmutation,8,s,90,0,10
,Freezing Sphere,Divination,6,v s,60,120,0
,Animal Friendship,Divination,8,m,0,120,1
,Secret Chest,Illusions,10,v,120,60,0
,Alarm,Divination,1,v s,120,90,1
,Gust of Wind,Transmutation,5,v s,30,30,0
,Animate Objects,Enchantment,2,s,60,120,1
,Color Spray,Evocation,2,v,90,30,0
,Clone,Illusions,7,v s m,0,60,0
,Arcane Lock,Conjuration,6,v s m,120,120,0
,Gust of Wind,Enchantment,3,v s,60,30,10
,Clone,Necromancy,6,v s m,0,30,1
,Animate Objects,Evocation,9,v s m,120,60,0
,Clone,Necromancy,9,v,90,90,1
,Haste,Divination,6,v s m,30,90,1
,Color Spray,Abjuration,3,v,120,30,8
,Prismatic Wall,Transmutation,1,v s,0,30,0
,Antimagic Field,Evocation,10,s,120,60,0
,Antimagic Field,Divination,2,v s,60,0,8
,Inflict Wounds,Abjuration,1,v s m,120,60,8
,Beacon of Hope,Evocation,3,s,60,30,8
,Antimagic Field,Enchantment,3,m,60,120,8
,Arcane Hand,Divination,6,v s m,60,90,10
,Animal Messenger,Divination,3,v,30,60,8
,Rope Trick,Illusions,3,s,60,30,1
,Rope Trick,Transmutation,10,v s m,60,0,8
,Color Spray,Abjuration,2,v,90,30,1
,Enthrall,Abjuration,4,v,120,60,1
,Beacon of Hope,Conjuration,3,s,0,120,10
,Animate Objects,Evocation,8,v s,120,30,10
,Enthrall,Necromancy,7,v s m,90,30,1
,Clairvoyance,Necromancy,4,s,60,90,8
,Secret Chest,Evocation,3,v s m,30,60,8
,Sequester,Transmutation,10,m,30,90,8
,Alarm,Conjuration,3,v s,30,120,1
,Acid Splash,Necromancy,3,v,0,60,10
,Alter Self,Transmutation,7,v s,30,90,10
,Hideous Laughter,Abjuration,7,v s,0,120,0
,Color Spray,Illusions,1,v,120,120,0
,Fly,Necromancy,9,v s,60,30,10
,Acid Arrow,Necromancy,7,m,120,30,10
,Insect Plague,Enchantment,7,v,60,60,10
,Rope Trick,Evocation,5,v s,90,90,1
,Antlife Shell,Illusions,2,v s,90,30,1
,Antlife Shell,Enchantment,5,v,60,30,10
,Rope Trick,Abjuration,8,v,120,30,0
,Secret Chest,Conjuration,5,v s m,120,90,8
,Freezing Sphere,Transmutation,4,v s,90,120,8
,Arcane Eye,Enchantment,5,v,30,120,8
,Arcane Hand,Transmutation,5,v,120,30,8
