Race_ID,Race_Name,Size,Language,Abilities,Traits,Sub_races
,Wood Elf,Gargantuan,Common,Bluff, Shadow Meld,Mothra Aasimar
,Human,Huge,Gnomish,Stealth,Quickness,Crystal Born
,Dragonborn,Large,Dravish,Diplomacy,Stone Form,Dragon Elf
,Human,Small,Elvish,Diplomacy,Touch of Elune,Sunfire Elf
,Hill Dwarf,Large,Dravish,Athletics,Nimble Fingers, Burly Halfling
,Human,Tiny,Dravish,Intimidate,Might of the Mountain,Crystal Born
,Human,Gargantuan,Gnoll,Thievery,The Human Spirit,Crystal Born
,Wood Elf,Gargantuan,Elvish,Athletics,Engineering Specialist,Elemental Born
,Wood Elf,Large,Sylvan,Nature, Shadow Meld,Dragon Child
,Dark Elf,Huge,Gnomish,Nature,Diplomacy,Winger Aasimar
,Half-Orc,Gargantuan,Common,Nature,Every Man for Himself,Reaper Aasimar
,Human,Small,Giant,Dungeoneering, Expansive Mind,Mothra Aasimar
,Human,Huge,Druidic,Religion,Might of the Mountain,Fey Heritage
,Human,Tiny,Goblin,Intimidate,Engineering Specialist,Reaper Aasimar
,Goliath,Huge,Infernal,Endurance, Expansive Mind,Reaper Aasimar
,Mountain Dwarf,Tiny,Elvish,Arcana, Expansive Mind,Volcano Dwarf
,Human,Small,Ignan,Arcana,Gem Cutting,Reaper Aasimar
,Lineage - Glas,Gargantuan,Deep Speech,Nature,The Human Spirit,Half-Celestial
,Half-Orc,Tiny,Goblin,Arcana,Frost Resistance,Holy Elf
,Dragonborn,Small,Terran,Athletics,Nature Resistence,Dragon Child
,Human,Large,Sylvan,Heal, Expansive Mind,Arcadian
,Goliath,Small,Infernal,Bluff,Quickness,Half-Celestial
,Wood Elf,Huge,Deep Speech,Diplomacy,Escape Artist,Firebeard Dwarf
,Dragonborn,Tiny,Elvish,Religion,Touch of Elune,Deep Dwarf
,Forest Gnome,Huge,Celestial,Thievery, Shadow Meld,Urban Elf
,Human,Huge,Druidic,Intimidate,Diplomacy,Elemental Born
,Dragonborn,Large,Orc,Bluff,Gift of the Naaru,Brae Dwarf
,Human,Small,Deep Speech,Insight, Expansive Mind,Urban Elf
,Human,Medium,Aquan,Diplomacy,Gem Cutting,Half Dragon
,Half-Orc,Gargantuan,Sylvan,Arcana,Elusivness,Half Dragon
,Wood Elf,Huge,Aquan,Nature,Gem Cutting,Half Dragon
,Human,Small,Primordial,Intimidate,Arcane Resistance,Brae Dwarf
,Forest Gnome,Small,Abyssal,Streetwise,Every Man for Himself,Elemental Born
,Turtle,Large,Elvish,Athletics,The Human Spirit,Dragon Elf
,Half-Elf,Huge,Infernal,Endurance,Draenei,Holy Elf
,Forest Gnome,Small,Terran,Streetwise,Shadow Resistence,Dragon Elf
,Tiefling,Medium,Druidic,Thievery,Arcane Resistance,Urban Elf
,Firbolg,Huge,Infernal,Endurance,Arcane Resistance,Mothra Aasimar
,Human,Gargantuan,Primordial,Streetwise,Draenei,Holy Elf
,Dark Elf,Medium,Druidic,Bluff,Diplomacy,Volcano Dwarf
,Tiefling,Small,Elvish,Intimidate,Every Man for Himself,Firebeard Dwarf
,Human,Small,Auran,Nature,Elusivness,Deep Dwarf
,Human,Huge,Orc,Nature,Nimble Fingers,Arcadian
,Forest Gnome,Huge,Celestial,Diplomacy, Expansive Mind,Urban Elf
,Hill Dwarf,Tiny,Draconic,Nature,Heroic Presence,Brae Dwarf
,Human,Tiny,Orc,Heal,Engineering Specialist,Crystal Born
,Protector Aasimar,Large,Common,Insight,Escape Artist, Zombie
,Protector Aasimar,Small,Gnoll,Thievery,Shadow Resistence,Winger Aasimar
,Half-Orc,Huge,Undercommon,Nature,Might of the Mountain,Crystal Born
,Protector Aasimar,Tiny,Draconic,Insight,Frost Resistance,Volcano Dwarf
,Human,Tiny,Undercommon,Streetwise,Quickness,Deep Dwarf
,Mountain Dwarf,Large,Sylvan,Stealth,Heroic Presence,Holy Elf
,Tabaxi,Tiny,Primordial,Stealth, Shadow Meld,Half Dragon
,Tabaxi,Tiny,Giant,Heal,Frost Resistance,Fey Heritage
,Human,Medium,Druidic,Religion,Explorer,Titanborn
,Human,Large,Primordial,Bluff,Touch of Elune,Dragon Elf
,Deep Gnome,Gargantuan,Draconic,Thievery,Quickness,Winger Aasimar
,Forest Gnome,Gargantuan,Abyssal,Diplomacy,Shadow Resistence,Sunfire Elf
,Mountain Dwarf,Tiny,Orc,Dungeoneering,Diplomacy,Dragon Child
,Mountain Dwarf,Huge,Ignan,Religion,Wisp Spirit,Half-Celestial
,Lineage - Zari,Large,Dravish,Bluff,Draenei,Reaper Aasimar
,Rock Gnome,Tiny,Aquan,Religion, Shadow Meld, Zombie
,Mountain Dwarf,Medium,Ignan,Streetwise,Nimble Fingers, Zombie
,Human,Small,Dravish,Stealth,Shadow Resistence,Winger Aasimar
,Human,Medium,Elvish,Streetwise, Shadow Meld, Burly Halfling
,Lizardfolk,Tiny,Gnomish,Athletics,Gift of the Naaru,Dragon Elf
,Lizardfolk,Small,Elvish,Heal,Wisp Spirit,Half-Celestial
,Human,Gargantuan,Gnoll,Intimidate,Engineering Specialist,Volcano Dwarf
,Human,Large,Elvish,Heal,Nimble Fingers,Reaper Aasimar
,Human,Small,Draconic,Intimidate,Might of the Mountain,Winger Aasimar
,Tabaxi,Large,Terran,Athletics, Expansive Mind, Burly Halfling
,Lineage - Mamm,Large,Deep Speech,Streetwise,Touch of Elune,Firebeard Dwarf
,High Elf,Huge,Giant,Endurance,Might of the Mountain,Half Dragon
,Dragonborn,Huge,Abyssal,Diplomacy,Escape Artist,Elemental Born
,Lineage - Mamm,Small,Sylvan,Religion,Draenei,Sunfire Elf
,Lineage - Mamm,Huge,Elvish,Bluff,The Human Spirit, Burly Halfling
,Dragonborn,Large,Giant,Diplomacy,Engineering Specialist,Elemental Born
,Tiefling,Huge,Draconic,Insight,The Human Spirit,Dragon Child
,Human,Gargantuan,Ignan,Insight,Draenei,Deep Dwarf
,Mountain Dwarf,Gargantuan,Undercommon,Athletics,Heroic Presence, Burly Halfling
,Mountain Dwarf,Small,Dravish,Diplomacy,The Human Spirit,Brae Dwarf
,Hill Dwarf,Tiny,Aquan,Athletics,Elusivness,Firebeard Dwarf
,Hill Dwarf,Huge,Orc,Diplomacy, Expansive Mind,Holy Elf
,Dragonborn,Medium,Aquan,Stealth, Shadow Meld,Brae Dwarf
,High Elf,Tiny,Undercommon,Intimidate,Heroic Presence,Urban Elf
,Firbolg,Gargantuan,Undercommon,Diplomacy,Quickness,Dragon Child
,Half-Elf,Small,Halfling,Nature,Might of the Mountain,Dragon Elf
,Tiefling,Gargantuan,Ignan,Insight,Engineering Specialist,Volcano Dwarf
,Forest Gnome,Huge,Infernal,Intimidate,Nature Resistence,Volcano Dwarf
,Firbolg,Huge,Celestial,Thievery,Stone Form,Arcadian
,Fire Genasi,Medium,Ignan,Diplomacy,Gem Cutting,Deep Dwarf
,Human,Large,Ignan,Athletics,Quickness,Sunfire Elf
,Dragonborn,Gargantuan,Gnoll,Insight,Every Man for Himself, Zombie
,Variant,Small,Auran,Stealth,Gift of the Naaru,Deep Dwarf
,Forest Gnome,Small,Goblin,Thievery,Draenei,Sunfire Elf
,Goblin,Tiny,Undercommon,Heal,Nimble Fingers,Crystal Born
,Ghastly Halfling,Large,Dravish,Diplomacy,Shadow Resistence,Crystal Born
,Deep Gnome,Huge,Undercommon,Streetwise,Might of the Mountain,Holy Elf
,Lightfoot Halfling,Small,Halfling,Heal,Escape Artist,Dragon Child
,Ghastly Halfling,Huge,Orc,Religion,Might of the Mountain,Firebeard Dwarf
,Ghastly Halfling,Gargantuan,Halfling,Streetwise,Elusivness,Reaper Aasimar
,Half-Orc,Medium,Infernal,Insight,Might of the Mountain,Firebeard Dwarf
,Human,Medium,Goblin,Endurance,Wisp Spirit,Holy Elf
,Human,Medium,Infernal,Intimidate,Diplomacy,Crystal Born
,Forest Gnome,Medium,Common,Insight,The Human Spirit,Volcano Dwarf
,Tiefling,Small,Giant,Heal,Gem Cutting,Mothra Aasimar
,Human,Huge,Giant,Athletics,Explorer,Fey Heritage
,Human,Gargantuan,Ignan,Stealth,Quickness,Firebeard Dwarf
,Dragonborn,Large,Auran,Endurance,Quickness,Crystal Born
,Human,Medium,Goblin,Stealth,Every Man for Himself,Reaper Aasimar
,Human,Gargantuan,Gnomish,Bluff,Might of the Mountain,Urban Elf
,Goliath,Tiny,Abyssal,Athletics,Nature Resistence,Dragon Elf
,Dragonborn,Large,Orc,Thievery,Gem Cutting,Volcano Dwarf
,High Elf,Huge,Draconic,Diplomacy,Gem Cutting,Crystal Born
,Dark Elf,Gargantuan,Giant,Arcana,Heroic Presence,Sunfire Elf
,Lightfoot Halfling,Medium,Gnoll,Stealth,Arcane Resistance,Reaper Aasimar
,Stout Halfling,Tiny,Elvish,Diplomacy,Heroic Presence,Dragon Child
,Dragonborn,Large,Orc,Bluff,Elusivness,Firebeard Dwarf
,Orc,Gargantuan,Aquan,Religion,Arcane Resistance,Dragon Elf
,Human,Medium,Aquan,Religion,Gift of the Naaru,Holy Elf
,Human,Large,Draconic,Thievery,Wisp Spirit,Half Dragon
,Human,Large,Celestial,Religion,Nimble Fingers,Dragon Elf
,Half-Orc,Tiny,Goblin,Intimidate,Heroic Presence,Urban Elf
,Forest Gnome,Gargantuan,Elvish,Stealth,The Human Spirit,Elemental Born
,Human,Huge,Common,Religion,Draenei,Dragon Child
,Human,Gargantuan,Ignan,Religion,Stone Form,Half-Celestial
,Stout Halfling,Medium,Ignan,Endurance,Stone Form,Deep Dwarf
,Triton,Tiny,Halfling,Streetwise,Explorer, Zombie
,Mountain Dwarf,Small,Gnomish,Diplomacy,Every Man for Himself,Volcano Dwarf
,Human,Medium,Halfling,Nature,Heroic Presence,Volcano Dwarf
,Human,Large,Common,Arcana,Nature Resistence,Brae Dwarf
,Lightfoot Halfling,Gargantuan,Terran,Arcana,Stone Form,Dragon Elf
,Tiefling,Large,Ignan,Streetwise,Frost Resistance,Half Dragon
,Half-Orc,Small,Draconic,Heal,Might of the Mountain,Reaper Aasimar
,Dragonborn,Huge,Deep Speech,Heal,Arcane Resistance,Arcadian
,Wood Elf,Huge,Draconic,Religion,Escape Artist,Brae Dwarf
,Aarakocra,Huge,Halfling,Nature,Escape Artist, Zombie
,Human,Large,Common,Nature,Draenei,Arcadian
,Firbolg,Small,Orc,Religion,Escape Artist, Burly Halfling
,Human,Gargantuan,Draconic,Nature,Quickness,Firebeard Dwarf
,Tiefling,Gargantuan,Auran,Diplomacy, Shadow Meld,Deep Dwarf
,Half-Elf,Tiny,Deep Speech,Stealth,Every Man for Himself,Brae Dwarf
,Orc,Large,Dravish,Endurance,Draenei,Brae Dwarf
,Aarakocra,Tiny,Goblin,Insight,Elusivness,Firebeard Dwarf
,Human,Small,Ignan,Streetwise,Engineering Specialist, Zombie
,Aarakocra,Huge,Gnomish,Endurance,Elusivness,Firebeard Dwarf
,Aarakocra,Medium,Elvish,Dungeoneering,Wisp Spirit,Winger Aasimar
,Dragonborn,Tiny,Sylvan,Intimidate,Shadow Resistence,Reaper Aasimar
,Human,Tiny,Undercommon,Nature, Shadow Meld, Burly Halfling
,Wood Elf,Tiny,Gnomish,Stealth, Expansive Mind,Firebeard Dwarf
,Human,Medium,Abyssal,Athletics,Wisp Spirit,Urban Elf
,Human Variant,Huge,Deep Speech,Dungeoneering,Diplomacy,Deep Dwarf
,Mountain Dwarf,Small,Elvish,Dungeoneering,Escape Artist, Zombie
,Variant,Gargantuan,Halfling,Thievery,Wisp Spirit,Crystal Born
,Bugbear,Large,Primordial,Athletics,Draenei,Dragon Elf
,Stout Halfling,Medium,Undercommon,Insight,Every Man for Himself,Holy Elf
,Variant,Small,Aquan,Bluff,Might of the Mountain,Half Dragon
,Lightfoot Halfling,Small,Orc,Intimidate,Frost Resistance,Firebeard Dwarf
,Half-Orc,Large,Druidic,Arcana,Draenei,Brae Dwarf
,Turtle,Medium,Celestial,Arcana,Diplomacy,Arcadian
,Kobold,Small,Ignan,Bluff,Diplomacy,Titanborn
,Half-Orc,Large,Infernal,Dungeoneering,Nature Resistence,Elemental Born
,Human,Tiny,Halfling,Diplomacy,Arcane Resistance,Half-Celestial
,Dragonborn,Tiny,Celestial,Heal, Shadow Meld, Burly Halfling
,Turtle,Huge,Aquan,Athletics,Nimble Fingers,Brae Dwarf
,Human,Small,Goblin,Thievery,Draenei,Firebeard Dwarf
,Human,Medium,Orc,Arcana,Wisp Spirit, Zombie
,Human,Large,Infernal,Heal,Engineering Specialist,Volcano Dwarf
,Human,Small,Giant,Insight,Elusivness,Titanborn
,Human,Small,Orc,Bluff,Explorer,Sunfire Elf
,Lightfoot Halfling,Tiny,Celestial,Nature,Arcane Resistance,Holy Elf
,Human,Medium,Undercommon,Dungeoneering,Engineering Specialist,Sunfire Elf
,High Elf,Gargantuan,Terran,Athletics,Explorer,Arcadian
,Wood Elf,Large,Dravish,Athletics,Every Man for Himself,Holy Elf
,Wood Elf,Small,Goblin,Streetwise,Nature Resistence,Deep Dwarf
,Wood Elf,Medium,Primordial,Bluff,Gem Cutting,Arcadian
,Half-Elf,Tiny,Dravish,Dungeoneering,Gem Cutting,Brae Dwarf
,Dragonborn,Gargantuan,Elvish,Arcana,Stone Form, Burly Halfling
,Firbolg,Medium,Sylvan,Streetwise,Frost Resistance, Burly Halfling
,Mountain Dwarf,Gargantuan,Undercommon,Diplomacy,The Human Spirit,Dragon Child
,Goblin,Large,Orc,Intimidate,Every Man for Himself,Mothra Aasimar
,Wood Elf,Small,Draconic,Thievery,Touch of Elune,Fey Heritage
,Forest Gnome,Huge,Gnoll,Athletics,Arcane Resistance,Holy Elf
,Lineage - Glas,Tiny,Goblin,Nature,The Human Spirit,Volcano Dwarf
,Wood Elf,Small,Gnoll,Thievery,Quickness,Holy Elf
,Mountain Dwarf,Small,Halfling,Thievery,Shadow Resistence,Crystal Born
,Human,Small,Abyssal,Streetwise,Elusivness,Urban Elf
,Wood Elf,Small,Common,Bluff,Nimble Fingers, Zombie
,Wood Elf,Large,Celestial,Endurance,The Human Spirit,Mothra Aasimar
,Wood Elf,Huge,Goblin,Thievery,Escape Artist,Dragon Elf
,Human,Large,Primordial,Dungeoneering,Touch of Elune,Arcadian
,Human,Gargantuan,Terran,Bluff,Every Man for Himself,Firebeard Dwarf
,Mountain Dwarf,Gargantuan,Draconic,Insight,Escape Artist,Volcano Dwarf
,Forest Gnome,Tiny,Orc,Insight,Shadow Resistence,Elemental Born
,Dragonborn,Medium,Sylvan,Streetwise,The Human Spirit,Firebeard Dwarf
,Tabaxi,Large,Dravish,Intimidate,Diplomacy,Arcadian
,Wood Elf,Gargantuan,Aquan,Streetwise,Elusivness,Elemental Born
,Tiefling,Large,Celestial,Streetwise,Engineering Specialist,Mothra Aasimar
,Goblin,Tiny,Terran,Intimidate,Every Man for Himself,Arcadian
,Eladrin DMG,Medium,Abyssal,Stealth,Quickness,Crystal Born
,Wood Elf,Tiny,Elvish,Nature, Shadow Meld,Deep Dwarf
,Lightfoot Halfling,Huge,Gnomish,Thievery,Draenei,Reaper Aasimar
,Protector Aasimar,Huge,Auran,Stealth,Quickness,Holy Elf
,Half-Orc,Small,Common,Arcana,Nature Resistence,Half-Celestial
,Human,Tiny,Halfling,Endurance,Escape Artist,Half Dragon
,Fire Genasi,Large,Orc,Thievery,Elusivness,Reaper Aasimar
,Wood Elf,Gargantuan,Primordial,Endurance,The Human Spirit,Reaper Aasimar
,Half-Elf,Tiny,Aquan,Stealth,Diplomacy,Sunfire Elf
,Half-Elf,Huge,Draconic,Endurance,Frost Resistance,Fey Heritage
,Human,Tiny,Aquan,Nature,Diplomacy,Brae Dwarf
,Half-Elf,Small,Dravish,Athletics,Shadow Resistence,Crystal Born
,Forest Gnome,Small,Goblin,Intimidate,Nature Resistence,Dragon Elf
,Forest Gnome,Small,Ignan,Religion,Draenei,Half Dragon
,Hill Dwarf,Tiny,Deep Speech,Endurance,Quickness,Crystal Born
,Mountain Dwarf,Tiny,Dravish,Bluff,Escape Artist,Fey Heritage
,Mountain Dwarf,Medium,Elvish,Stealth, Expansive Mind,Reaper Aasimar
,Fire Genasi,Tiny,Dravish,Religion,Arcane Resistance,Dragon Elf
,Tortle - Razorback Tribe,Large,Deep Speech,Heal,Frost Resistance,Deep Dwarf
,Turtle,Gargantuan,Dravish,Religion,Arcane Resistance,Half Dragon
,Wood Elf,Large,Gnomish,Bluff,Elusivness,Half Dragon
,Gray Dwarf,Small,Deep Speech,Thievery,Quickness, Burly Halfling
,Lightfoot Halfling,Gargantuan,Deep Speech,Streetwise,Nimble Fingers,Dragon Child
,Dragonborn,Small,Sylvan,Diplomacy, Shadow Meld,Winger Aasimar
,Rock Gnome,Huge,Celestial,Nature,Stone Form,Mothra Aasimar
,Human,Tiny,Primordial,Thievery,The Human Spirit,Arcadian
,Hill Dwarf,Huge,Elvish,Endurance,Gift of the Naaru,Urban Elf
,Human,Medium,Aquan,Insight,Shadow Resistence,Brae Dwarf
,Ghastly Halfling,Medium,Draconic,Arcana,Diplomacy,Reaper Aasimar
,Hill Dwarf,Tiny,Common,Arcana,Frost Resistance,Volcano Dwarf
,Serpentblood,Medium,Druidic,Insight,Nimble Fingers,Winger Aasimar
,Human,Small,Gnoll,Athletics,Diplomacy,Arcadian
,Human,Huge,Dravish,Heal,Diplomacy, Burly Halfling
,Human,Medium,Abyssal,Bluff,Every Man for Himself,Holy Elf
,Human,Tiny,Aquan,Dungeoneering,Elusivness,Winger Aasimar
,,Huge,Halfling,Heal,Heroic Presence,Dragon Elf
,Tiefling,Small,Dravish,Stealth, Expansive Mind,Mothra Aasimar
,Tabaxi,Tiny,Primordial,Athletics,Arcane Resistance,Half Dragon
,Human,Gargantuan,Deep Speech,Religion, Shadow Meld,Firebeard Dwarf
,Turtle,Medium,Gnoll,Dungeoneering,The Human Spirit, Burly Halfling
,Wood Elf,Gargantuan,Druidic,Dungeoneering,Arcane Resistance,Fey Heritage
,Wood Elf,Small,Sylvan,Dungeoneering,Touch of Elune,Reaper Aasimar
,Human,Medium,Sylvan,Thievery,Diplomacy,Brae Dwarf
,Dragonborn,Tiny,Orc,Endurance,Stone Form,Half-Celestial
,Kishi,Huge,Draconic,Arcana,Might of the Mountain,Titanborn
,Scourge Aasimar,Gargantuan,Auran,Diplomacy, Expansive Mind,Deep Dwarf
,Human,Gargantuan,Elvish,Dungeoneering,Stone Form,Half-Celestial
,Triton,Large,Orc,Religion,Arcane Resistance,Mothra Aasimar
,Wood Elf,Large,Sylvan,Intimidate,Gift of the Naaru,Crystal Born
,Lightfoot Halfling,Small,Common,Thievery, Shadow Meld,Brae Dwarf
,Dragonborn,Small,Druidic,Stealth, Shadow Meld,Titanborn
,Human,Large,Aquan,Nature,Might of the Mountain,Mothra Aasimar
,Human,Gargantuan,Aquan,Bluff,Stone Form, Zombie
,Tiefling,Huge,Halfling,Athletics, Shadow Meld,Half Dragon
,Triton,Gargantuan,Auran,Stealth,Diplomacy,Titanborn
,Human,Huge,Deep Speech,Insight,Might of the Mountain,Elemental Born
,Human,Medium,Gnomish,Nature,Elusivness,Mothra Aasimar
,Protector Aasimar,Medium,Elvish,Thievery,Might of the Mountain, Zombie
,Wood Elf,Huge,Gnoll,Bluff,Wisp Spirit,Holy Elf
,Half-Orc,Large,Primordial,Bluff,The Human Spirit,Dragon Child
,Wood Elf,Medium,Dravish,Heal,The Human Spirit,Urban Elf
,Half-Elf,Gargantuan,Auran,Religion,Nature Resistence,Reaper Aasimar
,High Elf,Medium,Deep Speech,Thievery,Quickness,Arcadian
,Half-Elf,Huge,Celestial,Dungeoneering,Arcane Resistance,Half-Celestial
,Half-Elf,Medium,Terran,Insight,Touch of Elune,Half-Celestial
,Rock Gnome,Medium,Elvish,Arcana,Stone Form,Winger Aasimar
,Wood Elf,Tiny,Infernal,Heal,Might of the Mountain, Burly Halfling
,Mountain Dwarf,Gargantuan,Auran,Intimidate,Diplomacy, Burly Halfling
,Human,Gargantuan,Ignan,Heal,Heroic Presence,Titanborn
,Lightfoot Halfling,Huge,Giant,Diplomacy,Diplomacy,Brae Dwarf
,Human,Medium,Aquan,Endurance,Touch of Elune,Firebeard Dwarf
,Human,Medium,Infernal,Athletics, Shadow Meld,Mothra Aasimar
,Half-Orc,Huge,Celestial,Endurance,Escape Artist,Holy Elf
,Human,Small,Orc,Heal,Touch of Elune,Titanborn
,Tiefling,Gargantuan,Ignan,Heal,Might of the Mountain,Urban Elf
,Mountain Dwarf,Huge,Giant,Stealth,Nimble Fingers,Arcadian
,Human,Gargantuan,Common,Intimidate,Arcane Resistance,Volcano Dwarf
,Lightfoot Halfling,Small,Terran,Bluff,The Human Spirit,Fey Heritage
,Air Genasi,Tiny,Orc,Endurance,Wisp Spirit,Half Dragon
,Human,Tiny,Celestial,Nature,Stone Form,Half-Celestial
,Sea Elf,Gargantuan,Undercommon,Religion,Nature Resistence,Brae Dwarf
,Tiefling,Gargantuan,Abyssal,Heal,Frost Resistance,Holy Elf
,Tiefling,Medium,Auran,Intimidate,Shadow Resistence,Dragon Elf
,Tiefling,Medium,Infernal,Endurance,The Human Spirit,Crystal Born
,Lightfoot Halfling,Gargantuan,Gnoll,Streetwise,Every Man for Himself,Firebeard Dwarf
,Half-Orc,Small,Halfling,Stealth,Touch of Elune,Half-Celestial
,Half-Orc,Huge,Terran,Bluff,Nature Resistence,Fey Heritage
,Wood Elf,Small,Giant,Bluff,The Human Spirit,Volcano Dwarf
,Wood Elf,Large,Dravish,Religion,Stone Form,Elemental Born
,Human,Gargantuan,Gnoll,Endurance,Nature Resistence,Firebeard Dwarf
,Human,Tiny,Ignan,Bluff, Expansive Mind,Half-Celestial
,Shadow Elf,Huge,Abyssal,Bluff,Stone Form,Winger Aasimar
,Scourge Aasimar,Gargantuan,Druidic,Endurance,Arcane Resistance,Firebeard Dwarf
,Ghastly Halfling,Small,Deep Speech,Streetwise,Draenei,Urban Elf
,Half-Orc,Huge,Deep Speech,Bluff,Nimble Fingers,Deep Dwarf
,Variant,Huge,Draconic,Heal,Frost Resistance,Holy Elf
,Stout Halfling,Large,Halfling,Religion,Wisp Spirit,Mothra Aasimar
,Mountain Dwarf,Medium,Dravish,Arcana,Heroic Presence,Half Dragon
,Human,Tiny,Dravish,Streetwise,Stone Form,Arcadian
,Tiefling,Medium,Abyssal,Heal,Gem Cutting,Crystal Born
,Forest Gnome,Medium,Halfling,Nature, Shadow Meld,Volcano Dwarf
,Wood Elf,Gargantuan,Celestial,Stealth,Gift of the Naaru,Fey Heritage
,Wood Elf,Gargantuan,Dravish,Dungeoneering,Quickness,Dragon Child
,Half-Orc,Large,Gnoll,Diplomacy,Might of the Mountain,Arcadian
,Lizardfolk,Gargantuan,Gnoll,Bluff,Escape Artist, Burly Halfling
,Half-Elf,Large,Sylvan,Intimidate,Wisp Spirit,Mothra Aasimar
,Goblin,Huge,Giant,Arcana,Heroic Presence,Fey Heritage
,Human,Small,Ignan,Insight,Gem Cutting,Dragon Child
,Dragonborn,Gargantuan,Gnoll,Thievery,Diplomacy,Crystal Born
,Dragonborn,Small,Gnomish,Streetwise,Heroic Presence,Half-Celestial
,Lightfoot Halfling,Gargantuan,Halfling,Bluff,The Human Spirit, Burly Halfling
,Half-Orc,Small,Halfling,Athletics,Escape Artist,Dragon Child
,Dragonborn,Huge,Elvish,Arcana,Shadow Resistence,Half Dragon
,Goliath,Gargantuan,Druidic,Thievery, Expansive Mind,Fey Heritage
,High Elf,Tiny,Aquan,Stealth, Expansive Mind,Volcano Dwarf
,Variant,Gargantuan,Infernal,Stealth, Expansive Mind,Titanborn
,Human,Small,Auran,Arcana,Escape Artist,Elemental Born
,Forest Gnome,Small,Gnomish,Heal,Elusivness,Holy Elf
,Kobold,Small,Ignan,Thievery,Engineering Specialist,Winger Aasimar
,Lizardfolk,Small,Primordial,Endurance,Gift of the Naaru,Holy Elf
,Human,Small,Common,Thievery,Heroic Presence, Burly Halfling
,Dragonborn,Tiny,Giant,Thievery,Shadow Resistence, Zombie
,Goblin,Huge,Infernal,Dungeoneering, Expansive Mind,Dragon Elf
,Goblin,Large,Draconic,Dungeoneering,Nimble Fingers, Burly Halfling
,Goblin,Tiny,Orc,Endurance,Draenei,Elemental Born
,Goblin,Tiny,Orc,Streetwise,Gem Cutting,Fey Heritage
,Dragonborn,Small,Dravish,Intimidate,Every Man for Himself,Arcadian
,Turtle,Gargantuan,Aquan,Heal,Heroic Presence,Titanborn
,Goblin,Medium,Dravish,Bluff,Engineering Specialist,Crystal Born
,Goblin,Large,Aquan,Thievery,Engineering Specialist, Burly Halfling
,Goblin,Small,Abyssal,Insight, Expansive Mind,Volcano Dwarf
,Goblin,Medium,Terran,Streetwise,Might of the Mountain,Titanborn
,Goblin,Tiny,Common,Religion,Heroic Presence,Brae Dwarf
,Goblin,Small,Abyssal,Athletics,Gift of the Naaru,Fey Heritage
,Dragonborn,Medium,Celestial,Heal,Frost Resistance,Firebeard Dwarf
,Human,Tiny,Primordial,Heal,Gem Cutting,Titanborn
,Fire Genasi,Gargantuan,Undercommon,Nature, Expansive Mind, Zombie
,Wood Elf,Large,Deep Speech,Heal,Escape Artist,Reaper Aasimar
,Firbolg,Large,Goblin,Nature,Quickness,Holy Elf
,Variant,Tiny,Common,Streetwise,Quickness,Mothra Aasimar
,Firbolg,Tiny,Common,Diplomacy,Heroic Presence,Half Dragon
,Variant,Gargantuan,Draconic,Insight,Nimble Fingers,Deep Dwarf
,Mountain Dwarf,Tiny,Druidic,Nature,The Human Spirit,Brae Dwarf
,Hill Dwarf,Tiny,Deep Speech,Heal,Draenei,Crystal Born
,Elf,Gargantuan,Abyssal,Dungeoneering,Nimble Fingers,Firebeard Dwarf
,Human,Medium,Druidic,Dungeoneering,Stone Form,Holy Elf
,Goliath,Huge,Common,Endurance,Quickness, Burly Halfling
,Wood Elf,Small,Giant,Bluff,Gift of the Naaru,Firebeard Dwarf
,Variant,Large,Auran,Diplomacy,Quickness,Brae Dwarf
