"Race_Name","BG_Name","class","Class_Name","subclass","Level","Proficiency","HP","skills","weapons","Spell_Name","Casting_Time","choices","C_Name","PI_ID","PI_Name","Armor_Class","Story","Job","Characteristics","Ability","Training","Eq_Name","Price","Usage","Size","Language","Abilities","Traits","Components","Duration","Speed"
"Wood Elf","Soldier","Fighter 3","Fighter","Arcane Archer",3,NA,21,"Athletics|Acrobatics|Nature|Perception|Survival|Intimidation","Longbow|Scimitar|Scimitar|Crossbow, light",NA,"Int","fighting style/Archery|arcane shot options/Grasping Arrow*Banishing Arrow","affectionate_lamport",5446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Rogue 3","Rogue","Inquisitive",3,NA,21,"Athletics|Sleight of Hand|Investigation|Insight|Perception|Intimidation","Shortsword|Shortsword|Dagger",NA,"Int","expertise/Thieves' Tools*Investigation","gracious_chaplygin",5447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Hermit","Warlock 5","Warlock","The Hexblade",5,NA,54,"History|Investigation|Religion|Insight|Medicine|Perception","Crossbow, light|War pick",NA,"Cha","eldritch invocations/Devil's Sight*Improved Pact Weapon|pact boon/Pact of the Blade","nifty_snyder",5448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Hermit","Warlock 5","Warlock","The Hexblade",5,NA,56,"History|Religion|Insight|Medicine|Perception|Deception","Crossbow, light|Spear",NA,"Cha","pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon","inspiring_hamilton",5449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Fighter 3","Fighter","Battle Master",3,"Shield Master",33,"Athletics|History|Investigation|Perception|Intimidation","Longsword|Crossbow, light",NA,"Int","fighting style/Protection|combat superiority maneuvers/Maneuvering Attack*Goading Attack*Commander<U+0092>s Strike","trusting_mahavira",5450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bugbear","Far Traveler","Fighter 3","Fighter","Samurai",3,NA,28,"Acrobatics|Stealth|History|Insight|Perception|Intimidation","Longbow|Katana|Dagger",NA,"Int","fighting style/Archery","laughing_villani",5451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Outlander","Paladin 8","Paladin","Oath of Devotion",8,NA,90,"Athletics|Animal Handling|Perception|Survival","Longsword|Warhammer|Quarterstaff|Longbow|Morning Glory","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Cha","fighting style/Dueling","ecstatic_mendel",5452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Outlander","Paladin 8","Paladin","Oath of Devotion",8,NA,90,"Athletics|Animal Handling|Perception|Survival","Longsword|Warhammer|Quarterstaff|Longbow|Morning Glory","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Cha","fighting style/Dueling","ecstatic_mendel",5453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Noble","Druid 8","Druid","Circle of the Moon",8,NA,83,"Arcana|History|Perception|Intimidation|Persuasion","Scimitar|Javelin","Poison Spray*0|Thorn Whip*0","Wis",NA,"unruffled_heisenberg",5454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dark Elf","Criminal","Rogue 8","Rogue","Arcane Trickster",8,NA,85,"Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Rapier|Shortsword|Dagger|Crossbow, hand|Whisper's Dagger","Dancing Lights*0|Mage Hand *0|Minor Illusion*0|Prestidigitation*0|Faerie Fire*1|Darkness*1|Unseen Servant*1|Comprehend Languages*1|Cause Fear*1|Illusory Script*1|Shadow Blade*2|Spider Climb*2","Int","expertise/Thieves' Tools*Stealth*Sleight of Hand*Perception","vigilant_taussig",5455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triton","Noble","Paladin 6","Paladin","Oath of Ancients",6,NA,52,"Athletics|History|Intimidation|Persuasion","Trident|Javelin","Ensnaring Strike (Oath)*1|Speak with Animals (Oath)*1|Shield Of Faith*1|Thunderous Smite*1|Bless*1|Moonbeam(Oath)*2|Misty Step(Oath)*2|Find Steed*2|Aid*2","Cha","fighting style/Dueling","boring_roentgen",5456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Far Traveler","Warlock 5","Warlock","The Hexblade",5,NA,56,"Arcana|Investigation|Insight|Perception","Crossbow, light|Spear",NA,"Cha","pact boon/Pact of the Blade|eldritch invocations/Grasp of Hadar*Armor of Shadows*Thirsting Blade","goofy_brahmagupta",5457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Custom","Wizard 5","Wizard","School of Evocation",5,NA,31,"Investigation|Animal Handling","Quarterstaff",NA,"Int",NA,"sad_diffie",5458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Far Traveler","Sorcerer 5","Sorcerer","Storm Sorcery",5,"Elemental Adept",22,"Arcana|Insight|Perception|Persuasion","Dagger","Minor Illusion*0|Booming Blade*0|Prestidigitation*0|Thunderclap*0|Shocking Grasp*0|Light*0|Thunderwave*1|Color Spray*1|Witch Bolt*1|Catapult*1|Alter Self*2|Shatter*2|Spider Climb*2|Lightning Bolt*3|Haste*3","Cha","metamagic/Quickened Spell","infallible_jepsen",5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Ranger 5","Ranger","Hunter",5,"Sharpshooter",49,"Stealth|Investigation|Nature|Animal Handling|Survival","Shortsword|Longbow",NA,"Wis","fighting style/Archery","bold_nobel",5460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turtle","Sailor","Fighter 5","Fighter","Samurai",5,NA,56,"Athletics|Acrobatics|Animal Handling|Perception|Survival|Performance","Crossbow, heavy|Greataxe|Crossbow, light",NA,"Int","fighting style/Archery","relaxed_hopper",5461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Bard 5","Bard","College of Valor",5,"Prodigy",38,"Athletics|Animal Handling|Survival|Intimidation|Performance|Persuasion","Longsword|Dagger",NA,"Cha","expertise/Persuasion*Performance*Athletics","goofy_mcclintock",5462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Noble","Barbarian 5","Barbarian","Path of the Totem Warrior",5,NA,55,"Athletics|History|Intimidation|Persuasion","Greataxe|Handaxe|Javelin",NA,"Int",NA,"jovial_lehmann",5463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Urban Bounty Hunter","Paladin 3|Warlock 3","Paladin|Warlock","Oath of Conquest|The Great Old One",6,NA,66,"Arcana|Religion|Perception|Intimidation|Persuasion","Greataxe|Longsword|Unarmed strike|Dagger","Armor of Frost*1|Command*1","Cha","fighting style/Defense|pact boon/Pact of the Chain|eldritch invocations/Fiendish Vigor*Eldritch Spear","angry_joliot",5464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Barbarian Tribe Member","Ranger 8","Ranger","Hunter",8,"Wood Elf Magic",84,"Athletics|Stealth|Nature|Animal Handling|Perception|Survival","Handaxe|Handaxe|Longbow","PrimSavage 2d10Acid*0","Wis","fighting style/Archery","peaceful_bhaskara",5465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Hermit","Druid 9","Druid","Circle of the Moon",9,NA,99,"Nature|Religion|Animal Handling|Medicine|Perception","Spear|Scimitar","Produce Flame*0|Thorn Whip*0|Druidcraft*0|Create/Destroy Water*1|Detect Magic*1|Cure Wounds*1|Jump*2|Flaming Sphere*2|Hold Person*2|Locate Object*2|Call Lightning*3|Speak With Plants*3|Spike Growth*3|Windwall*3|Polymorph*4|Reincarnation*5","Wis",NA,"admiring_ramanujan",5466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Entertainer","Barbarian 10","Barbarian","Path of the Totem Warrior",10,"Tavern Brawler|Mobile",98,"Athletics|Acrobatics|Stealth|Animal Handling|Perception|Performance","Glaive|Handaxe|Javelin",NA,"Int",NA,"pedantic_goodall",5467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Cleric 2","Cleric","Life Domain",2,NA,21,"History|Religion|Insight|Persuasion","Crossbow, Hand|Warhammer","Sacred Flame*0|Toll The Dead*0|Word Of Radiance*0|Bless*1|Cure Wounds*1|Healing Word*1|Sanctuary*1|Bane*1|Guiding Bolt*1|Shield Of Faith*1|Create Or Destroy Water*1","Wis",NA,"sleepy_archimedes",5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Mercenary","Fighter 5|Mystic 1","Fighter|Mystic","Brute|Order of the Soul Knife",6,"Defensive Duelist",41,"Athletics|Acrobatics|Sleight of Hand|History|Investigation|Intimidation","Shortsword|Crossbow, light|Vicious Rapier|Bone Machete|Soul knife","Mystic Hand*0|MoF Passive Focus*1|Push (1<U+0096>7 psi)*1|Move (2<U+0096>7 psi)*1|Inertial Armor (2 psi)*1|Barrier (3 psi; conc; 10min)*1|Grasp (3 psi; conc., 1 min.)*1|Grasp - Crush (1<U+0096>7 psi)*1|Grasp - Move (1<U+0096>7 psi)*1","Int","psionic disciplines/Mastery of Force|psionic talents/Mystic Hand|fighting style/Two-Weapon Fighting","admiring_panini",5469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stout Halfling","Haunted One","Barbarian 3","Barbarian","Path of the Berserker",3,NA,35,"Athletics|Investigation|Perception|Survival","Greataxe|Handaxe|Javelin",NA,"Int",NA,"elated_kapitsa",5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Urchin","Barbarian 3","Barbarian","Path of the Ancestral Guardian",3,NA,35,"Sleight of Hand|Stealth|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"blissful_hertz",5471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Charlatan","Bard 3","Bard","College of Lore",3,NA,18,"Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger|Shortbow","Charm Person*1|Illusory Script*1|Dissonant Whispers*1|Sleep*1|Crown Of Madness*2|Phantasmal Force*2","Cha","expertise/Sleight of Hand*Performance","eloquent_gauss",5472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Hermit","Druid 3","Druid","Circle of the Land",3,NA,21,"Nature|Religion|Animal Handling|Medicine","Scimitar|Sling","Cure Wounds*1|Entangle*1|Thunder Wave*1|Speak With Animals*1|Barkskin*2|Spider Climb*2|Flame Blade*2|Heat Metal*2","Wis",NA,"quirky_moser",5473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Folk Hero","Monk 3","Monk","Way of the Open Hand",3,NA,24,"Athletics|Acrobatics|History|Religion|Animal Handling|Survival","Spear|Dart|Unarmed strike",NA,"Int",NA,"laughing_knuth",5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Courtier","Paladin 3","Paladin","Oath of Devotion",3,NA,34,"Athletics|Religion|Insight|Persuasion","Lance|Warhammer|Javelin","Protection from Evil and Good*1|Sanctuary*1|Compelled Duel*1|Thunderous Smite*1|Divine Favor*1","Cha","fighting style/Protection","upbeat_joliot",5475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Acolyte","Wizard 3","Wizard","School of Evocation",3,NA,17,"Arcana|History|Religion|Insight|Perception","Quarterstaff","Fire Bolt*0|Light*0|Mage Hand*0|Burning Hands*1|Charm Person*1|Mage Armor*1|Color Spray*1|Disguise Self*1|Grease*1|Identify*1|Magic Missile*1|Flaming Sphere*2|Detect Thoughts*2","Int",NA,"gifted_williamson",5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","City Watch","Warlock 3","Warlock","The Fiend",3,NA,24,"Athletics|Arcana|Religion|Insight","Crossbow, light|Dagger","Blade Ward*0|Eldritch Blast*0|Armor Of Agathys*1|Arms Of Hadar*1|Scorching Ray*2|Cloud Of Daggers*2","Cha","pact boon/Pact of the Chain|eldritch invocations/Gaze of Two Minds*Armor of Shadows","loving_grothendieck",5477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Clan Crafter","Fighter 4","Fighter","Champion",4,"Heavy Armor Master|Magic Initiate",48,"Arcana|History|Investigation|Nature|Insight|Perception","Dagger|Crossbow, light|Thunder Cannon|Hand Cannon|Scimitar","Toll the Dead*0|Mending*0|Cure Wounds*1|Longstrider*1|Shield of Faith*1|False Life*1|Detect Magic*1|Identify*1","Int","fighting style/Great Weapon Fighting","distracted_booth",5478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variant","Acolyte","Cleric 2","Cleric","Arcana Domain",2,NA,18,"Arcana|Religion|Insight|Medicine|Persuasion","Mace|Crossbow, light","Detect Magic*1|Magic Missile*1","Wis",NA,"brave_northcutt",5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lineage - Meph","Acolyte","Paladin 2","Paladin",NA,2,NA,22,"Athletics|Religion|Insight|Intimidation","Glaive|Crossbow, heavy|Javelin",NA,"Cha","fighting style/Great Weapon Fighting","laughing_bell",5480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Entertainer","Bard 2","Bard",NA,2,NA,22,"Acrobatics|Stealth|Deception|Performance|Persuasion","Longsword|Dagger",NA,"Cha",NA,"condescending_mclean",5481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variant","Cloistered Scholar","Wizard 2","Wizard","Bladesinging",2,NA,12,"Arcana|History|Investigation|Insight|Performance","Quarterstaff|Shortsword|Longbow",NA,"Int",NA,"zealous_galileo",5482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Guild Artisan","Artificer 1","Artificer","Alchemist",1,NA,10,"Stealth|Arcana|Investigation|Insight|Perception|Persuasion",NA,"Detect Magic (Ritual)*1|Identify (Ritual)*1","Int","alchemical formula/Healing Draught","angry_leakey",5483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Entertainer","Bard 3","Bard","College of Swords",3,NA,27,"Acrobatics|Sleight of Hand|Deception|Intimidation|Performance","Dagger|Rapier","Minor Illusion*0|Dissonant Whispers*1","Cha","expertise/Performance|fighting style/Dueling","trusting_stallman",5484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Custom","Barbarian 2","Barbarian",NA,2,NA,24,"Athletics|Perception|Survival|Deception","Greataxe|Handaxe|Javelin",NA,"Int",NA,"serene_tharp",5485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Fighter 3","Fighter","Purple Dragon Knight",3,NA,33,"Athletics|Acrobatics|Religion|Insight","Longsword|Longbow",NA,"Int","fighting style/Dueling","zealous_darwin",5486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orc","Urban Bounty Hunter","Fighter 1","Fighter",NA,1,NA,10,"Animal Handling|Survival|Deception|Intimidation|Persuasion","Battleaxe|Greatsword|Handaxe",NA,"Int","fighting style/Two-Weapon Fighting","affectionate_chebyshev",5487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Sailor","Wizard 2","Wizard","School of Evocation",2,NA,13,"Athletics|Arcana|Insight|Perception","Dagger|Whip|Powder Gun|Poison Shot|Fire Shot","Fire Shot*0|Dancing Lights*0|Minor Illusion *0|Disguise Self *1|False Life*1|Find Familiar *1","Int",NA,"suspicious_tharp",5488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Outlander","Ranger 2","Ranger",NA,2,NA,17,"Athletics|Stealth|Insight|Perception|Survival","Shortsword|Longbow|Envy Of Maul (Bound) |Envy Of Maul (Dual Blades)","Cure Wounds *1|Animal Friendship*1","Wis","fighting style/Two-Weapon Fighting","quizzical_tu",5489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Urban Bounty Hunter","Rogue 1","Rogue",NA,1,NA,8,"Acrobatics|Sleight of Hand|Stealth|Investigation|Animal Handling|Deception|Performance|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Animal Handling","modest_bardeen",5490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Sage","Sorcerer 2","Sorcerer","Draconic Bloodline",2,NA,12,"Arcana|History|Insight|Persuasion","Crossbow, light|Cooking Knife |Giant Cooking Spoon|Crossbow, hand","Chill Touch*0|Shocking Grasp*0|Mending*0|Magic Missile *1|Cure Wounds *1","Cha",NA,"eloquent_goldberg",5491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serpentblood","Charlatan","Bard 1","Bard",NA,1,NA,9,"Acrobatics|Sleight of Hand|Animal Handling|Perception|Deception","Rapier|Dagger",NA,"Cha",NA,"tender_ganguly",5492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Fighter 2|Warlock 3","Fighter|Warlock","|The Hexblade",5,"Polearm Master",41,"Athletics|Acrobatics|Perception|Survival|Intimidation","Glaive","Eldritch Blast (A) 1d10*0|Mage Hand (A)*0|Shield (R) +5AC*1|Hex (B) +1d6*1|Misty Step (B)*2|Mirror Image (A)*2","Cha","fighting style/Defense|pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon","naughty_hypatia",5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kobold","Barbarian Tribe Member","Druid 10","Druid","Circle of the Moon",10,"Moderately Armored",63,"Athletics|Animal Handling|Perception|Survival",NA,NA,"Wis",NA,"frosty_hermann",5494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aasimar","Faction Agent","Cleric 3","Cleric","Life Domain",3,NA,22,"Religion|Insight|Medicine|Intimidation","Mace|Spear","Sacred Flame*0|Guidance*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Guiding Bolt*1|Shield Of Faith*1|Lesser Restoration*2|Spiritual Weapon*2","Wis",NA,"condescending_lewin",5495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Far Traveler","Ranger 3","Ranger","Hunter",3,NA,28,"Stealth|Investigation|Nature|Animal Handling|Insight|Perception|Survival","Longbow|Greatsword","Hunter's Mark*1|Ensnaring Strike*1|Fog Cloud*1","Wis","fighting style/Defense","suspicious_galileo",5496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Hermit","Rogue 3","Rogue","Assassin",3,NA,21,"Acrobatics|Sleight of Hand|Stealth|Religion|Medicine|Deception","Rapier|Shortbow|Dagger|Shortsword",NA,"Int","expertise/Stealth*Deception","musing_ellis",5497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Sage","Cleric 3","Cleric","Light Domain",3,NA,24,"Arcana|History|Religion|Medicine","Mace|Crossbow, light","Light*0|Spare The Dying*0|Sacred Flame*0|Thaumaturgy*0|Burning Hands*1|Faerie Fire*1|Cure Wounds*1|Shield Of Faith*1|Inflict Wounds*1|Healing Word*1|Flaming Sphere*2|Scorching Ray*2|Spiritual Weapon*2|Suggestion*2","Wis",NA,"xenodochial_noether",5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Sailor","Sorcerer 3","Sorcerer","Storm Sorcery",3,NA,17,"Athletics|Arcana|Perception|Persuasion","Crossbow, light|Dagger|Wizard Staff","Blade Ward*0|Message*0|Minor Illusion*0|Shocking Grasp*0|Fog Cloud*1|Magic Missile*1|Mage Armor*1|Thunderwave*1|Gust Of Wind*2|Invisibility*2","Cha","metamagic/Quickened Spell*Empowered Spell","sad_bose",5499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Sailor","Sorcerer 3","Sorcerer","Storm Sorcery",3,NA,17,"Athletics|Arcana|Perception|Persuasion","Crossbow, light|Dagger","Blade Ward*0|Message*0|Minor Illusion*0|Shocking Grasp*0|Fog Cloud*1|Magic Missile*1|Mage Armor*1|Thunderwave*1|Gust Of Wind*2|Invisibility*2","Cha","metamagic/Quickened Spell*Empowered Spell","sad_bose",5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Criminal","Fighter 3","Fighter","Champion",3,NA,34,"Athletics|Stealth|Deception|Intimidation","Crossbow, light|Battleaxe|Shortsword",NA,"Int","fighting style/Two-Weapon Fighting","festive_dewdney",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Sailor","Sorcerer 3","Sorcerer","Storm Sorcery",3,NA,17,"Athletics|Arcana|Perception|Persuasion","Crossbow, light|Dagger",NA,"Cha","metamagic/Quickened Spell*Empowered Spell","sad_bose",5502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eladrin Elf","Faction Agent","Paladin 5","Paladin","Oath of Ancients",5,NA,39,"Religion|Insight|Perception|Intimidation|Persuasion","Scimitar|Dagger","Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2","Cha","fighting style/Dueling","relaxed_robinson",5503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Outlander","Druid 2","Druid","Circle of the Moon",2,NA,18,"Athletics|Nature|Animal Handling|Perception|Survival","Shortbow|Scimitar","Produce Flame*0|ThornWhip*0|Fire Bolt-Int*0|Thunderwave*1|Healing Word*1|Speak With Animals*1|Charm Person*1|Cure Wounds*1","Wis",NA,"boring_sammet",5504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Sage","Sorcerer 2|Warlock 3","Sorcerer|Warlock","Draconic Bloodline|The Fiend",5,NA,40,"Arcana|History|Investigation|Nature|Religion|Persuasion","Crossbow, light|Dagger",NA,"Cha","pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Book of Ancient Secrets",NA,5505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lineage - Glas","Urban Bounty Hunter","Monk 4","Monk","Way of Shadow",4,NA,37,"Athletics|Stealth|Insight|Deception","Sickle|Dart|Unarmed Strike","Minor Illusion*0|Thaumaturgy*0|Disguise Self (once A Day)*0","Int",NA,"focused_pike",5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Urban Bounty Hunter","Revised Ranger 4|Rogue 9","Revised Ranger|Rogue","Deep Stalker Conclave|Swashbuckler",13,NA,112,"Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival","Shortsword|Longbow|Rapier","Disguise Self*1|Hail Of Thorns*1|Goodberry*1|Cure Wounds*1","Wis","expertise/Stealth*Perception*Survival*Investigation|favored enemy/Monstrosities|fighting style/Two-Weapon Fighting","sweet_feynman",5507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lineage - Glas","Outlander","Ranger 5","Ranger","Beast Master",5,NA,53,"Athletics|Stealth|Nature|Animal Handling|Survival|Persuasion","Shortsword|Longbow","Minor Illusion*0|Thaumaturgy*0|Disguise Self (1/day)*1|Goodberry*1|Alarm*1|Speak With Animals*1|Detect Poison And Disease*1|Lesser Restoration*2|Animal Messenger*2|Invisibility (1/day)*2","Wis","fighting style/Archery","reverent_darwin",5508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Urchin","Rogue 2","Rogue",NA,2,NA,14,"Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Stealth*Investigation","frosty_banach",5509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Custom","Fighter 6|Rogue 3","Fighter|Rogue","Eldritch Knight|Assassin",9,"Alert",73,"Athletics|Acrobatics|Sleight of Hand|Stealth|Nature|Perception|Survival","Longbow|Shortsword +1|Spear|Dagger","Fire Bolt*0|Shocking Grasp*0|Shield *1|Shield *1|Shield *1","Int","fighting style/Archery|expertise/Stealth*Sleight of Hand","inspiring_margulis",5510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Folk Hero","Fighter 2","Fighter",NA,2,NA,20,"Acrobatics|Stealth|Animal Handling|Perception|Survival|Intimidation","Longbow|Rapier|Longbow",NA,"Int","fighting style/Dueling","confident_tu",5511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Outlander","Druid 8","Druid","Circle of the Moon",8,"Resilient|War Caster",86,"Athletics|Arcana|Perception|Survival","Club|Javelin|Quarterstaff","Shillelag*0|Thorn Whip*0|Frostbite*0|Faerie Fire*1|Detect Magic(ritual)*1|Melf's Acid Arrow*2|Healing Spirit*2|Lesser Restoration*2|Lightning Bolt*3|Haste*3|Conjure Animals*3|Conjure Woodland Beings*4|Ice Storm*4|Stoneshape*4","Wis",NA,"vigilant_ellis",5512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
